Time	Day of Week	Probe speed 	Probe flow 1	TPM speed 	TPM flow 	Sensor speed 	Sensor flow 
1/7/2019 4:20	1	69.60	46	67.16	31	71.23	49
1/7/2019 4:25	1	69.60	46	68.07	30	68.15	58
1/7/2019 4:30	1	69.60	60	69.08	32	68.40	68
1/7/2019 4:35	1	69.60	60	69.65	32	71.35	69
1/7/2019 4:40	1	69.60	60	69.93	39	71.80	70
1/7/2019 4:45	1	69.60	79	70.69	44	69.85	69
1/7/2019 4:50	1	69.60	79	70.45	52	72.23	89
1/7/2019 4:55	1	69.60	79	71.23	57	72.25	87
1/7/2019 5:00	1	69.00	106	70.29	55	73.48	79
1/7/2019 5:05	1	69.40	106	70.51	63	72.65	68
1/7/2019 5:10	1	71.00	106	71.28	65	72.93	110
1/7/2019 5:15	1	70.90	136	72.80	62	73.25	103
1/7/2019 5:20	1	68.00	136	73.87	63	71.23	127
1/7/2019 5:25	1	70.70	136	72.38	67	72.30	142
1/7/2019 5:30	1	73.80	185	72.74	80	73.40	171
1/7/2019 5:35	1	75.40	185	73.05	87	74.20	183
1/7/2019 5:40	1	76.30	185	72.65	111	73.50	240
1/7/2019 5:45	1	66.80	231	72.90	134	73.23	253
1/7/2019 5:50	1	65.80	231	73.51	152	72.38	256
1/7/2019 5:55	1	71.00	231	73.48	183	72.80	210
1/7/2019 6:00	1	70.80	296	73.85	208	74.53	212
1/7/2019 6:05	1	72.40	296	73.61	207	73.30	218
1/7/2019 6:10	1	71.00	296	73.37	190	71.98	234
1/7/2019 6:15	1	64.00	326	74.16	182	72.20	268
1/7/2019 6:20	1	64.30	326	73.90	190	70.53	323
1/7/2019 6:25	1	68.20	326	73.30	198	71.60	346
1/7/2019 6:30	1	69.00	358	72.77	215	71.85	328
1/7/2019 6:35	1	66.30	358	72.19	238	71.15	366
1/7/2019 6:40	1	69.90	358	72.35	271	71.73	404
1/7/2019 6:45	1	69.90	395	72.13	293	69.85	453
1/7/2019 6:50	1	65.90	395	71.79	316	70.03	470
1/7/2019 6:55	1	68.10	395	71.67	346	71.73	423
1/7/2019 7:00	1	66.50	436	70.66	364	71.33	404
1/7/2019 7:05	1	67.10	436	70.55	390	71.18	368
1/7/2019 7:10	1	68.00	436	71.22	389	67.65	410
1/7/2019 7:15	1	63.30	404	71.12	369	68.03	380
1/7/2019 7:20	1	63.50	404	71.75	350	68.05	408
1/7/2019 7:25	1	68.40	404	71.45	334	68.13	426
1/7/2019 7:30	1	64.00	374	71.07	332	68.05	457
1/7/2019 7:35	1	64.80	374	70.99	345	67.73	452
1/7/2019 7:40	1	63.30	374	70.97	357	68.83	474
1/7/2019 7:45	1	67.10	347	70.83	379	67.90	549
1/7/2019 7:50	1	67.70	347	71.60	399	67.90	518
1/7/2019 7:55	1	63.50	347	72.23	418	68.60	519
1/7/2019 8:00	1	69.20	323	72.30	451	69.93	431
1/7/2019 8:05	1	71.40	323	72.48	454	71.38	429
1/7/2019 8:10	1	72.50	323	72.71	468	75.05	408
1/7/2019 8:15	1	71.40	298	73.67	434	74.88	415
1/7/2019 8:20	1	69.40	298	74.20	398	74.88	372
1/7/2019 8:25	1	68.10	298	74.86	375	74.03	415
1/7/2019 8:30	1	64.30	277	75.03	353	74.95	402
1/7/2019 8:35	1	68.90	277	75.45	330	75.48	367
1/7/2019 8:40	1	70.20	277	74.34	330	75.08	369
1/7/2019 8:45	1	66.60	256	74.61	362	75.20	360
1/7/2019 8:50	1	70.40	256	75.60	343	76.78	344
1/7/2019 8:55	1	71.30	256	75.32	325	75.43	357
1/7/2019 9:00	1	72.60	235	75.61	313	76.80	335
1/7/2019 9:05	1	73.90	235	76.21	302	76.33	243
1/7/2019 9:10	1	73.90	235	75.68	292	78.10	256
1/7/2019 9:15	1	66.00	226	76.03	281	77.50	236
1/7/2019 9:20	1	72.50	226	76.57	238	76.55	244
1/7/2019 9:25	1	72.50	226	77.64	235	75.98	212
1/7/2019 9:30	1	73.20	222	77.41	206	75.40	194
1/7/2019 9:35	1	72.70	222	76.69	193	78.65	165
1/7/2019 9:40	1	66.70	222	75.61	184	78.03	210
1/7/2019 9:45	1	67.80	219	76.75	176	78.63	174
1/7/2019 9:50	1	74.70	219	77.84	166	77.43	192
1/7/2019 9:55	1	72.30	219	77.79	168	77.60	182
1/7/2019 10:00	1	70.40	217	77.76	180	77.78	159
1/7/2019 10:05	1	71.90	217	77.90	169	78.00	139
1/7/2019 10:10	1	71.00	217	77.71	155	78.70	148
1/7/2019 10:15	1	68.80	219	78.46	156	79.38	155
1/7/2019 10:20	1	67.90	219	78.25	126	78.98	152
1/7/2019 10:25	1	71.90	219	78.79	126	78.63	120
1/7/2019 10:30	1	67.70	220	78.29	124	77.70	137
1/7/2019 10:35	1	68.70	220	79.23	131	76.70	162
1/7/2019 10:40	1	70.00	220	78.61	107	76.35	127
1/7/2019 10:45	1	71.80	224	77.94	114	76.35	158
1/7/2019 10:50	1	72.10	224	77.48	122	76.38	133
1/7/2019 10:55	1	71.60	224	75.83	111	75.98	118
1/7/2019 11:00	1	66.50	226	75.58	125	76.70	147
1/7/2019 11:05	1	66.90	226	76.01	126	77.78	128
1/7/2019 11:10	1	71.40	226	76.39	118	77.28	144
1/7/2019 11:15	1	72.00	228	77.16	119	76.48	155
1/7/2019 11:20	1	66.00	228	76.86	105	76.23	138
1/7/2019 11:25	1	71.10	228	77.63	131	78.08	129
1/7/2019 11:30	1	72.50	229	77.29	132	77.45	134
1/7/2019 11:35	1	73.30	229	77.29	126	76.85	129
1/7/2019 11:40	1	69.50	229	77.22	107	74.48	133
1/7/2019 11:45	1	67.70	231	76.96	106	75.35	171
1/7/2019 11:50	1	68.30	231	76.98	105	74.60	190
1/7/2019 11:55	1	70.60	231	76.98	115	75.18	161
1/7/2019 12:00	1	65.20	235	75.77	124	75.25	166
1/7/2019 12:05	1	65.10	235	74.87	145	77.23	162
1/7/2019 12:10	1	68.90	235	74.91	146	74.10	162
1/7/2019 12:15	1	68.20	235	74.97	142	73.85	140
1/7/2019 12:20	1	64.30	235	75.07	130	73.28	157
1/7/2019 12:25	1	71.10	235	74.85	122	73.33	159
1/7/2019 12:30	1	61.60	236	74.63	134	73.23	155
1/7/2019 12:35	1	67.00	236	74.03	139	72.78	145
1/7/2019 12:40	1	69.40	236	74.03	138	72.78	163
1/7/2019 12:45	1	66.50	236	73.18	125	74.55	162
1/7/2019 12:50	1	71.60	236	73.08	136	73.78	153
1/7/2019 12:55	1	67.70	236	72.64	136	74.63	174
1/7/2019 13:00	1	68.50	238	73.08	136	74.48	156
1/7/2019 13:05	1	71.90	238	73.59	141	77.55	136
1/7/2019 13:10	1	69.60	238	74.55	142	74.05	157
1/7/2019 13:15	1	65.10	243	74.20	135	73.78	180
1/7/2019 13:20	1	73.50	243	74.77	122	74.48	148
1/7/2019 13:25	1	67.20	243	74.39	128	73.95	173
1/7/2019 13:30	1	65.50	249	73.72	135	75.53	134
1/7/2019 13:35	1	68.60	249	74.14	132	74.65	162
1/7/2019 13:40	1	75.50	249	73.76	139	75.55	165
1/7/2019 13:45	1	70.00	254	74.05	128	75.55	157
1/7/2019 13:50	1	66.70	254	73.83	117	75.40	149
1/7/2019 13:55	1	69.10	254	73.81	123	73.25	149
1/7/2019 14:00	1	67.30	259	74.56	140	75.40	161
1/7/2019 14:05	1	68.10	259	75.13	132	74.83	147
1/7/2019 14:10	1	67.70	259	74.47	133	74.45	180
1/7/2019 14:15	1	67.30	268	74.93	133	73.83	179
1/7/2019 14:20	1	69.80	268	75.07	136	72.90	172
1/7/2019 14:25	1	65.30	268	74.71	147	73.40	154
1/7/2019 14:30	1	64.40	277	74.23	151	73.10	158
1/7/2019 14:35	1	68.90	277	73.75	145	71.15	167
1/7/2019 14:40	1	66.40	277	73.61	130	73.45	163
1/7/2019 14:45	1	65.20	284	73.50	134	74.58	192
1/7/2019 14:50	1	69.60	284	73.01	136	73.70	176
1/7/2019 14:55	1	67.50	284	73.20	158	72.98	187
1/7/2019 15:00	1	65.80	291	73.86	164	74.05	150
1/7/2019 15:05	1	68.00	291	74.33	152	74.65	193
1/7/2019 15:10	1	69.70	291	73.79	153	75.20	185
1/7/2019 15:15	1	75.70	296	73.80	160	74.60	204
1/7/2019 15:20	1	69.60	296	74.77	166	76.05	219
1/7/2019 15:25	1	71.90	296	74.53	175	75.98	200
1/7/2019 15:30	1	74.30	300	74.23	184	75.13	232
1/7/2019 15:35	1	73.80	300	74.87	202	74.95	218
1/7/2019 15:40	1	71.00	300	74.85	194	75.58	202
1/7/2019 15:45	1	70.70	305	75.36	196	76.73	216
1/7/2019 15:50	1	72.60	305	75.49	204	76.15	255
1/7/2019 15:55	1	71.30	305	75.60	192	76.08	238
1/7/2019 16:00	1	71.60	310	76.00	201	74.40	204
1/7/2019 16:05	1	70.20	310	76.13	224	74.20	201
1/7/2019 16:10	1	63.10	310	75.80	215	75.10	252
1/7/2019 16:15	1	71.80	307	75.34	199	75.18	252
1/7/2019 16:20	1	75.00	307	74.96	189	75.60	229
1/7/2019 16:25	1	71.80	307	75.18	216	74.78	235
1/7/2019 16:30	1	73.40	307	75.70	223	72.58	271
1/7/2019 16:35	1	72.30	307	75.50	222	75.10	252
1/7/2019 16:40	1	69.00	307	75.31	219	72.68	229
1/7/2019 16:45	1	68.20	305	74.03	196	73.85	272
1/7/2019 16:50	1	69.00	305	73.51	204	75.35	196
1/7/2019 16:55	1	63.80	305	73.53	236	74.48	251
1/7/2019 17:00	1	66.20	303	74.33	237	74.58	275
1/7/2019 17:05	1	69.00	303	74.85	205	74.73	252
1/7/2019 17:10	1	69.70	303	75.16	217	74.60	270
1/7/2019 17:15	1	64.50	286	74.63	238	74.10	292
1/7/2019 17:20	1	62.70	286	75.23	243	74.33	275
1/7/2019 17:25	1	67.60	286	75.44	233	74.73	270
1/7/2019 17:30	1	71.10	268	74.60	255	74.78	268
1/7/2019 17:35	1	74.00	268	75.07	260	74.35	249
1/7/2019 17:40	1	66.90	268	75.04	247	73.53	241
1/7/2019 17:45	1	64.20	250	74.71	227	73.48	265
1/7/2019 17:50	1	69.00	250	75.05	213	73.70	220
1/7/2019 17:55	1	69.00	250	74.21	202	73.18	219
1/7/2019 18:00	1	68.70	235	74.19	218	75.18	214
1/7/2019 18:05	1	71.10	235	74.13	208	75.00	188
1/7/2019 18:10	1	71.10	235	74.37	188	74.73	203
1/7/2019 18:15	1	76.00	217	74.40	176	75.30	200
1/7/2019 18:20	1	77.20	217	74.57	169	76.03	206
1/7/2019 18:25	1	77.20	217	75.15	172	75.70	177
1/7/2019 18:30	1	72.70	201	75.49	164	74.73	192
1/7/2019 18:35	1	73.40	201	75.55	170	73.78	185
1/7/2019 18:40	1	73.60	201	76.34	155	76.03	191
1/7/2019 18:45	1	74.60	185	75.35	140	75.78	137
1/7/2019 18:50	1	71.90	185	74.55	137	74.70	133
1/7/2019 18:55	1	61.30	185	74.82	146	75.88	138
1/7/2019 19:00	1	64.80	173	76.01	125	75.45	158
1/7/2019 19:05	1	70.20	173	76.13	119	75.75	138
1/7/2019 19:10	1	69.60	173	75.58	108	74.25	136
1/7/2019 19:15	1	72.30	162	75.48	106	75.18	121
1/7/2019 19:20	1	72.40	162	76.00	115	75.40	141
1/7/2019 19:25	1	71.50	162	75.07	103	74.50	131
1/7/2019 19:30	1	71.50	154	74.91	95	74.88	110
1/7/2019 19:35	1	71.30	154	74.94	102	75.73	109
1/7/2019 19:40	1	70.40	154	75.42	96	75.48	104
1/7/2019 19:45	1	69.90	145	75.57	90	77.90	100
1/7/2019 19:50	1	72.30	145	75.67	84	72.65	103
1/7/2019 19:55	1	70.10	145	75.10	78	75.13	88
1/7/2019 20:00	1	69.90	136	75.27	83	75.13	126
1/7/2019 20:05	1	69.90	136	73.98	68	76.28	105
1/7/2019 20:10	1	69.00	136	74.73	80	74.45	107
1/7/2019 20:15	1	67.30	132	75.09	85	74.85	106
1/7/2019 20:20	1	66.40	132	74.84	83	74.03	119
1/7/2019 20:25	1	67.50	132	74.68	89	77.38	90
1/7/2019 20:30	1	65.10	129	74.42	81	76.23	98
1/7/2019 20:35	1	65.10	129	74.97	84	76.30	95
1/7/2019 20:40	1	65.10	129	76.81	72	75.88	80
1/7/2019 20:45	1	68.80	127	76.04	71	75.93	91
1/7/2019 20:50	1	71.00	127	74.77	74	74.83	94
1/7/2019 20:55	1	69.60	127	75.71	71	74.90	98
1/7/2019 21:00	1	68.50	124	76.53	72	76.93	75
1/7/2019 21:05	1	68.50	124	76.04	63	73.23	89
1/7/2019 21:10	1	69.10	124	75.88	61	74.80	90
1/7/2019 21:15	1	68.10	116	75.82	56	73.90	83
1/7/2019 21:20	1	68.60	116	74.50	56	75.80	102
1/7/2019 21:25	1	68.80	116	75.30	61	74.15	85
1/7/2019 21:30	1	68.90	111	74.93	74	75.35	107
1/7/2019 21:35	1	72.90	111	75.98	80	75.58	86
1/7/2019 21:40	1	73.10	111	76.55	72	73.78	88
1/7/2019 21:45	1	72.60	106	75.27	62	74.08	96
1/7/2019 21:50	1	72.20	106	75.52	63	74.40	86
1/7/2019 21:55	1	68.40	106	74.84	61	71.23	71
1/7/2019 22:00	1	64.10	101	74.91	65	72.45	67
1/7/2019 22:05	1	64.20	101	74.72	53	75.05	74
1/7/2019 22:10	1	65.40	101	72.39	48	73.15	61
1/7/2019 22:15	1	70.10	92	73.05	47	75.05	92
1/7/2019 22:20	1	73.30	92	74.41	48	75.40	71
1/7/2019 22:25	1	65.30	92	73.90	42	74.05	71
1/7/2019 22:30	1	65.10	83	74.97	55	76.93	71
1/7/2019 22:35	1	65.10	83	75.74	56	75.70	68
1/7/2019 22:40	1	69.10	83	74.59	49	75.13	56
1/7/2019 22:45	1	71.10	76	75.74	53	76.25	49
1/7/2019 22:50	1	75.50	76	76.32	46	75.15	43
1/7/2019 22:55	1	74.80	76	76.15	36	77.23	42
1/7/2019 23:00	1	71.50	71	76.45	28	77.23	41
1/7/2019 23:05	1	70.50	71	76.50	26	74.73	53
1/7/2019 23:10	1	70.20	71	75.78	24	74.08	48
1/7/2019 23:15	1	69.80	60	76.79	21	72.78	47
1/7/2019 23:20	1	69.30	60	76.42	26	73.48	46
1/7/2019 23:25	1	68.60	60	75.36	26	74.38	49
1/7/2019 23:30	1	68.70	51	74.66	27	73.85	36
1/7/2019 23:35	1	69.80	51	74.21	26	73.23	26
1/7/2019 23:40	1	70.50	51	74.77	27	75.85	53
1/7/2019 23:45	1	70.40	44	73.85	22	76.70	44
1/7/2019 23:50	1	70.30	44	74.58	18	75.30	48
1/7/2019 23:55	1	70.20	44	76.45	25	75.00	36
1/8/2019 0:00	2	66.40	37	75.75	41	73.55	43
1/8/2019 0:05	2	66.70	37	75.75	26	76.23	24
1/8/2019 0:10	2	67.50	37	75.70	37	73.83	37
1/8/2019 0:15	2	70.40	34	75.95	30	75.20	31
1/8/2019 0:20	2	70.30	34	75.45	36	70.95	38
1/8/2019 0:25	2	70.30	34	75.48	25	75.73	23
1/8/2019 0:30	2	66.20	30	73.77	24	75.18	31
1/8/2019 0:35	2	60.60	30	72.90	16	73.93	27
1/8/2019 0:40	2	61.50	30	74.74	15	75.90	20
1/8/2019 0:45	2	63.00	27	76.32	12	74.60	26
1/8/2019 0:50	2	63.00	27	75.30	9	74.03	30
1/8/2019 0:55	2	63.00	27	74.03	7	76.98	21
1/8/2019 1:00	2	65.60	25	74.11	10	75.85	31
1/8/2019 1:05	2	69.60	25	74.46	15	76.23	21
1/8/2019 1:10	2	69.60	25	74.30	12	75.30	27
1/8/2019 1:15	2	69.60	23	73.11	8	73.48	23
1/8/2019 1:20	2	69.60	23	73.76	9	69.03	27
1/8/2019 1:25	2	69.60	23	74.17	12	71.40	26
1/8/2019 1:30	2	69.60	21	73.09	12	75.90	14
1/8/2019 1:35	2	69.60	21	71.65	10	75.85	26
1/8/2019 1:40	2	69.60	21	73.80	10	75.58	21
1/8/2019 1:45	2	69.60	21	75.31	8	74.05	23
1/8/2019 1:50	2	69.60	21	75.75	11	73.15	26
1/8/2019 1:55	2	70.20	21	77.78	10	78.30	26
1/8/2019 2:00	2	72.00	21	77.39	10	74.93	20
1/8/2019 2:05	2	71.90	21	74.62	12	74.85	38
1/8/2019 2:10	2	65.80	21	75.18	10	75.35	27
1/8/2019 2:15	2	62.70	21	74.85	10	75.33	29
1/8/2019 2:20	2	62.90	21	73.81	12	71.90	29
1/8/2019 2:25	2	63.80	21	73.96	13	75.83	29
1/8/2019 2:30	2	64.40	21	75.48	12	77.95	21
1/8/2019 2:35	2	64.40	21	74.34	13	73.93	27
1/8/2019 2:40	2	67.30	21	73.29	12	71.75	25
1/8/2019 2:45	2	69.60	21	74.50	8	73.95	24
1/8/2019 2:50	2	69.60	21	75.79	9	75.00	20
1/8/2019 2:55	2	69.60	21	74.32	10	77.03	29
1/8/2019 3:00	2	69.60	21	73.85	8	75.55	23
1/8/2019 3:05	2	69.60	21	74.01	9	74.08	29
1/8/2019 3:10	2	69.60	21	76.55	13	75.53	23
1/8/2019 3:15	2	69.60	23	76.98	14	77.58	24
1/8/2019 3:20	2	69.60	23	74.18	11	76.80	32
1/8/2019 3:25	2	69.60	23	75.21	14	74.23	30
1/8/2019 3:30	2	69.60	27	75.94	18	74.08	24
1/8/2019 3:35	2	69.60	27	75.37	19	73.18	44
1/8/2019 3:40	2	69.60	27	75.52	16	78.23	50
1/8/2019 3:45	2	71.10	30	74.98	18	76.93	44
1/8/2019 3:50	2	71.10	30	72.74	19	75.05	49
1/8/2019 3:55	2	70.90	30	75.31	29	77.60	35
1/8/2019 4:00	2	70.90	35	77.12	33	79.90	30
1/8/2019 4:05	2	70.60	35	75.75	27	78.00	46
1/8/2019 4:10	2	70.30	35	75.60	26	75.45	47
1/8/2019 4:15	2	69.00	46	75.85	23	73.35	55
1/8/2019 4:20	2	68.60	46	76.47	30	73.00	63
1/8/2019 4:25	2	68.10	46	75.71	37	74.45	51
1/8/2019 4:30	2	69.50	60	75.55	35	75.35	56
1/8/2019 4:35	2	70.20	60	75.07	43	74.15	78
1/8/2019 4:40	2	70.20	60	75.55	40	74.43	64
1/8/2019 4:45	2	70.20	79	75.07	44	75.60	98
1/8/2019 4:50	2	70.20	79	74.71	51	76.58	93
1/8/2019 4:55	2	69.90	79	74.66	54	76.78	63
1/8/2019 5:00	2	69.30	106	76.13	73	74.43	58
1/8/2019 5:05	2	69.70	106	76.24	81	75.38	81
1/8/2019 5:10	2	71.90	106	76.62	66	75.70	90
1/8/2019 5:15	2	69.90	136	75.78	50	75.73	116
1/8/2019 5:20	2	69.50	136	75.62	65	76.50	117
1/8/2019 5:25	2	68.70	136	75.31	72	75.78	134
1/8/2019 5:30	2	69.80	185	76.32	98	76.03	177
1/8/2019 5:35	2	72.80	185	76.92	100	75.38	224
1/8/2019 5:40	2	75.70	185	75.76	101	75.75	287
1/8/2019 5:45	2	69.20	231	75.84	134	76.68	259
1/8/2019 5:50	2	75.70	231	75.37	165	76.48	270
1/8/2019 5:55	2	75.00	231	75.73	203	77.03	234
1/8/2019 6:00	2	74.60	296	76.59	237	76.65	217
1/8/2019 6:05	2	68.70	296	76.87	228	76.40	212
1/8/2019 6:10	2	78.50	296	76.74	185	75.95	237
1/8/2019 6:15	2	74.70	326	77.12	184	74.90	269
1/8/2019 6:20	2	69.30	326	76.98	187	74.70	307
1/8/2019 6:25	2	71.20	326	76.15	198	74.50	332
1/8/2019 6:30	2	71.90	358	75.60	221	74.85	323
1/8/2019 6:35	2	69.50	358	75.44	256	74.40	370
1/8/2019 6:40	2	70.50	358	75.52	269	75.03	414
1/8/2019 6:45	2	70.80	395	75.32	293	73.83	440
1/8/2019 6:50	2	71.60	395	75.06	295	73.30	480
1/8/2019 6:55	2	67.90	395	75.19	348	74.18	453
1/8/2019 7:00	2	69.10	436	74.58	367	73.88	448
1/8/2019 7:05	2	69.80	436	74.21	377	74.15	386
1/8/2019 7:10	2	69.90	436	74.15	403	72.98	430
1/8/2019 7:15	2	72.30	404	74.51	393	74.13	439
1/8/2019 7:20	2	71.90	404	74.59	356	75.30	401
1/8/2019 7:25	2	70.40	404	74.80	343	74.48	446
1/8/2019 7:30	2	66.90	374	74.49	359	74.88	384
1/8/2019 7:35	2	65.30	374	74.80	359	74.00	495
1/8/2019 7:40	2	72.30	374	74.81	367	74.05	516
1/8/2019 7:45	2	69.40	347	74.78	358	73.18	577
1/8/2019 7:50	2	68.10	347	74.44	387	71.58	566
1/8/2019 7:55	2	68.40	347	74.24	428	74.58	478
1/8/2019 8:00	2	69.90	323	73.73	469	75.35	443
1/8/2019 8:05	2	68.70	323	73.62	480	75.35	451
1/8/2019 8:10	2	66.10	323	74.88	464	75.30	452
1/8/2019 8:15	2	65.20	298	75.34	421	75.53	462
1/8/2019 8:20	2	66.20	298	75.09	399	73.70	414
1/8/2019 8:25	2	68.00	298	75.39	387	45.05	402
1/8/2019 8:30	2	48.10	277	75.57	390	9.93	227
1/8/2019 8:35	2	9.30	277	75.67	376	14.00	300
1/8/2019 8:40	2	18.40	277	74.47	352	32.38	493
1/8/2019 8:45	2	22.40	256	68.75	282	25.08	457
1/8/2019 8:50	2	30.70	256	46.04	92	50.85	357
1/8/2019 8:55	2	67.10	256	40.29	91	76.78	292
1/8/2019 9:00	2	71.10	235	38.71	134	77.35	274
1/8/2019 9:05	2	69.80	235	41.27	246	77.70	279
1/8/2019 9:10	2	70.20	235	48.52	425	77.63	272
1/8/2019 9:15	2	68.10	226	59.63	545	75.85	259
1/8/2019 9:20	2	69.40	226	70.31	470	77.60	243
1/8/2019 9:25	2	69.10	226	75.98	340	77.03	223
1/8/2019 9:30	2	72.80	222	76.98	249	76.73	212
1/8/2019 9:35	2	74.60	222	77.62	224	76.80	217
1/8/2019 9:40	2	73.10	222	77.62	196	77.55	216
1/8/2019 9:45	2	76.20	219	76.97	196	76.05	163
1/8/2019 9:50	2	73.00	219	76.53	196	78.08	195
1/8/2019 9:55	2	71.00	219	76.97	193	76.63	189
1/8/2019 10:00	2	72.80	217	76.91	165	77.93	200
1/8/2019 10:05	2	76.20	217	76.97	163	76.90	185
1/8/2019 10:10	2	72.40	217	76.23	157	76.48	162
1/8/2019 10:15	2	72.90	219	77.23	164	76.00	180
1/8/2019 10:20	2	65.80	219	77.21	149	77.18	161
1/8/2019 10:25	2	69.80	219	76.73	150	76.90	139
1/8/2019 10:30	2	70.90	220	76.13	151	77.50	151
1/8/2019 10:35	2	73.70	220	76.97	140	76.55	139
1/8/2019 10:40	2	74.50	220	76.39	127	76.60	162
1/8/2019 10:45	2	68.90	224	76.69	131	76.28	146
1/8/2019 10:50	2	60.50	224	75.68	117	77.45	137
1/8/2019 10:55	2	70.40	224	75.85	122	77.35	121
1/8/2019 11:00	2	76.30	226	76.16	131	76.40	139
1/8/2019 11:05	2	76.10	226	76.44	120	76.35	131
1/8/2019 11:10	2	69.30	226	77.10	113	76.75	146
1/8/2019 11:15	2	67.40	228	76.76	114	76.53	140
1/8/2019 11:20	2	72.50	228	76.67	106	75.80	148
1/8/2019 11:25	2	66.90	228	76.26	118	75.20	143
1/8/2019 11:30	2	66.50	229	76.14	122	75.68	150
1/8/2019 11:35	2	66.30	229	76.25	123	75.78	143
1/8/2019 11:40	2	69.40	229	76.49	120	77.43	166
1/8/2019 11:45	2	69.90	231	76.31	126	77.03	183
1/8/2019 11:50	2	70.70	231	76.12	120	78.55	149
1/8/2019 11:55	2	70.60	231	77.57	146	76.78	141
1/8/2019 12:00	2	73.80	235	77.18	140	77.28	140
1/8/2019 12:05	2	72.10	235	77.04	139	78.30	137
1/8/2019 12:10	2	76.90	235	76.99	128	76.83	158
1/8/2019 12:15	2	74.50	235	77.61	123	76.83	152
1/8/2019 12:20	2	72.70	235	77.56	117	76.73	177
1/8/2019 12:25	2	72.50	235	77.11	125	77.15	159
1/8/2019 12:30	2	70.70	236	76.70	131	78.48	165
1/8/2019 12:35	2	70.40	236	77.11	126	77.53	179
1/8/2019 12:40	2	71.20	236	77.61	130	77.95	143
1/8/2019 12:45	2	71.90	236	77.88	139	77.13	165
1/8/2019 12:50	2	72.20	236	78.33	154	77.20	188
1/8/2019 12:55	2	75.50	236	77.44	128	76.98	161
1/8/2019 13:00	2	71.00	238	77.21	125	77.78	144
1/8/2019 13:05	2	72.70	238	77.12	152	76.60	173
1/8/2019 13:10	2	72.70	238	77.46	142	78.30	150
1/8/2019 13:15	2	73.10	243	77.69	137	76.30	159
1/8/2019 13:20	2	74.70	243	77.32	130	79.45	167
