Time	Day of Week	Probe speed 	Probe flow 1	TPM speed 	TPM flow 	Sensor speed 	Sensor flow 				
1/7/2019 0:00	1	69.2	132	75.79	63	74.33	62				
1/7/2019 0:05	1	70.8	132	75.79	67	75.70	68				
1/7/2019 0:10	1	71.8	132	75.77	54	77.48	53				
1/7/2019 0:15	1	64.5	114	75.75	49	74.13	48				
1/7/2019 0:20	1	59.6	114	75.72	42	74.75	44				
1/7/2019 0:25	1	52.8	114	75.70	49	75.50	50				
1/7/2019 0:30	1	59.9	100	75.68	49	72.15	48				
1/7/2019 0:35	1	67.6	100	75.66	42	77.45	41				
1/7/2019 0:40	1	67.6	100	75.21	56	77.50	57				
1/7/2019 0:45	1	67.4	87	74.78	36	73.80	34				
1/7/2019 0:50	1	64.5	87	74.32	36	72.90	36				
1/7/2019 0:55	1	64.4	87	74.10	28	74.78	27				 
1/7/2019 1:00	1	64.8	77	73.36	27	74.48	28				
1/7/2019 1:05	1	64.9	77	72.89	36	76.30	37				
1/7/2019 1:10	1	65.2	77	72.89	28	76.98	23				
1/7/2019 1:15	1	65.3	73	73.27	45	74.70	31				
1/7/2019 1:20	1	65.1	73	73.82	45	73.93	33				
1/7/2019 1:25	1	65.1	73	74.36	42	73.50	22				
1/7/2019 1:30	1	60.9	68	74.23	36	70.40	37				
1/7/2019 1:35	1	66.4	68	73.89	33	71.78	20				
1/7/2019 1:40	1	65.5	68	73.14	31	70.00	28				
1/7/2019 1:45	1	63.7	64	73.15	33	70.23	26				
1/7/2019 1:50	1	64.1	64	73.34	32	67.63	20				
1/7/2019 1:55	1	64.5	64	73.54	31	66.33	23				
1/7/2019 2:00	1	64.8	59	73.29	28	67.35	20				
1/7/2019 2:05	1	66.7	59	72.71	25	67.98	29				
1/7/2019 2:10	1	62.5	59	72.20	25	57.20	26				
1/7/2019 2:15	1	46.3	55	72.17	24	56.38	20				
1/7/2019 2:20	1	44.8	55	71.15	21	61.58	27				
1/7/2019 2:25	1	44.8	55	70.49	21	58.38	20				
1/7/2019 2:30	1	44.8	55	69.66	20	63.08	24				
1/7/2019 2:35	1	47.9	55	68.60	19	61.18	16				
1/7/2019 2:40	1	50.1	55	67.65	19	61.80	26				
1/7/2019 2:45	1	68.1	50	67.11	20	61.55	32				
1/7/2019 2:50	1	70.7	50	65.99	19	61.05	23				
1/7/2019 2:55	1	70.7	50	64.85	19	62.10	17				
1/7/2019 3:00	1	65	50	64.08	19	61.68	24				
1/7/2019 3:05	1	63.1	50	63.67	19	59.25	23				
1/7/2019 3:10	1	65.8	50	63.42	20	59.55	21				
1/7/2019 3:15	1	61.2	50	63.28	19	53.98	23				
1/7/2019 3:20	1	61.3	50	62.81	18	57.25	53				
1/7/2019 3:25	1	48.3	50	62.27	17	62.33	36				
1/7/2019 3:30	1	56.1	55	61.51	17	61.35	44				
1/7/2019 3:35	1	57.8	55	60.71	17	62.35	30				
1/7/2019 3:40	1	59.5	55	60.17	17	61.43	26				
1/7/2019 3:45	1	59.8	59	59.95	18	61.15	28				
1/7/2019 3:50	1	56.8	59	59.91	19	59.83	72				
1/7/2019 3:55	1	48.5	59	59.88	20	64.75	71				
1/7/2019 4:00	1	56.7	64	59.78	22	65.38	40				
1/7/2019 4:05	1	58.5	64	59.64	24	67.75	44				
1/7/2019 4:10	1	60	64	59.54	27	68.30	65				
1/7/2019 4:15	1	58.4	82	59.43	29	66.75	67				
1/7/2019 4:20	1	65.4	82	59.37	30	66.05	88				
1/7/2019 4:25	1	59.6	82	59.17	30	65.88	76				
1/7/2019 4:30	1	62.3	100	58.95	31	68.15	81				
1/7/2019 4:35	1	65.3	100	58.91	35	67.88	86				
1/7/2019 4:40	1	60.7	100	59.22	42	67.85	115				
1/7/2019 4:45	1	56.9	127	59.93	49	68.78	119				
1/7/2019 4:50	1	54.7	127	60.88	56	69.33	116				
1/7/2019 4:55	1	60.6	127	61.97	63	69.30	117				
1/7/2019 5:00	1	67.1	159	62.93	68	70.20	130				
1/7/2019 5:05	1	69.2	159	63.71	72	70.70	125				
1/7/2019 5:10	1	69.1	159	64.44	77	70.15	143				
1/7/2019 5:15	1	64.1	200	65.00	80	69.55	220				
1/7/2019 5:20	1	67	200	65.31	83	70.53	208				
1/7/2019 5:25	1	65.5	200	65.54	88	70.20	251				
1/7/2019 5:30	1	68.4	259	65.82	95	69.70	261				
1/7/2019 5:35	1	65.1	259	66.19	103	67.83	277				
1/7/2019 5:40	1	66.6	259	66.60	110	68.88	305				
1/7/2019 5:45	1	65	337	67.18	119	69.10	323				
1/7/2019 5:50	1	66.6	337	67.77	126	68.53	330				
1/7/2019 5:55	1	67.9	337	67.89	135	68.23	360				
1/7/2019 6:00	1	64	432	67.72	152	68.23	362				
1/7/2019 6:05	1	70.9	432	67.51	173	67.10	396				
1/7/2019 6:10	1	63.6	432	67.36	194	65.78	403				
1/7/2019 6:15	1	64.2	487	67.30	218	66.38	456				
1/7/2019 6:20	1	58.8	487	67.27	241	64.23	501				
1/7/2019 6:25	1	57.8	487	67.27	264	59.18	539				
1/7/2019 6:30	1	55.4	550	67.20	286	58.30	590				
1/7/2019 6:35	1	56.9	550	66.92	300	57.30	605				
1/7/2019 6:40	1	49.2	550	66.66	314	43.70	547				
1/7/2019 6:45	1	43.3	614	66.27	323	47.23	617				
1/7/2019 6:50	1	44.4	614	66.04	339	45.93	587				
1/7/2019 6:55	1	46.9	614	65.88	357	49.78	574				
1/7/2019 7:00	1	44.7	696	64.80	337	45.78	571				
1/7/2019 7:05	1	43.6	696	62.73	301	45.75	559				
1/7/2019 7:10	1	39	696	60.60	287	36.30	514				
1/7/2019 7:15	1	41.4	682	58.86	302	41.50	544				
1/7/2019 7:20	1	40.1	682	57.58	337	45.95	605				
1/7/2019 7:25	1	44.7	682	56.62	377	39.95	576				
1/7/2019 7:30	1	46.2	664	55.84	411	47.15	585				
1/7/2019 7:35	1	47.7	664	55.18	438	52.40	619				
1/7/2019 7:40	1	46.3	664	54.33	439	49.95	607				
1/7/2019 7:45	1	43.5	646	53.28	423	52.58	587				
1/7/2019 7:50	1	44.7	646	52.22	408	41.10	553				
1/7/2019 7:55	1	43.9	646	51.20	399	50.18	578				
1/7/2019 8:00	1	43.8	632	50.17	388	45.13	557				
1/7/2019 8:05	1	44.3	632	49.12	375	37.10	540				
1/7/2019 8:10	1	54.4	632	48.05	362	51.28	562				
1/7/2019 8:15	1	46.2	600	47.00	350	53.13	609				
1/7/2019 8:20	1	45.3	600	46.03	344	47.98	608				
1/7/2019 8:25	1	45.8	600	45.19	347	51.10	606				
1/7/2019 8:30	1	47.6	573	44.50	357	57.73	603				
1/7/2019 8:35	1	60.3	573	43.92	369	53.25	618				
1/7/2019 8:40	1	48.9	573	43.41	380	47.40	544				
1/7/2019 8:45	1	44.9	546	42.93	388	53.05	635				
1/7/2019 8:50	1	48.7	546	42.49	395	49.30	558				
1/7/2019 8:55	1	45.5	546	42.10	401	54.00	612				
1/7/2019 9:00	1	47.2	523	41.76	407	53.90	529				
1/7/2019 9:05	1	55.8	523	41.49	417	62.13	594				
1/7/2019 9:10	1	67.3	523	41.36	436	67.88	555				
1/7/2019 9:15	1	70.2	523	41.39	463	67.38	605				
1/7/2019 9:20	1	67.5	523	41.57	497	70.38	533				
1/7/2019 9:25	1	67.5	523	41.91	535	69.18	546				
1/7/2019 9:30	1	64.9	528	42.48	586	70.08	540				
1/7/2019 9:35	1	67.2	528	43.45	664	68.38	589				
1/7/2019 9:40	1	65.3	528	44.90	762	70.05	595				
1/7/2019 9:45	1	69	528	46.84	862	71.83	549				
1/7/2019 9:50	1	71.4	528	49.28	947	73.35	539				
1/7/2019 9:55	1	69.6	528	52.29	1014	74.58	430				
1/7/2019 10:00	1	71.9	532	55.77	1040	73.88	453				
1/7/2019 10:05	1	69.4	532	59.30	994	74.03	417				
1/7/2019 10:10	1	69.2	532	62.35	887	73.70	432				
1/7/2019 10:15	1	72.9	546	64.37	753	72.13	507				
1/7/2019 10:20	1	72	546	65.48	650	73.60	461				
1/7/2019 10:25	1	69.2	546	66.36	610	73.78	456				
1/7/2019 10:30	1	66.5	564	67.58	614	74.45	447				
1/7/2019 10:35	1	73.2	564	68.94	596	75.98	431				
1/7/2019 10:40	1	73.5	564	70.27	557	75.28	433				
1/7/2019 10:45	1	69.3	578	71.05	497	75.75	479				
1/7/2019 10:50	1	71.7	578	71.39	452	74.18	441				
1/7/2019 10:55	1	67.9	578	71.37	426	75.30	466				
1/7/2019 11:00	1	72.3	596	71.21	421	75.30	398				
1/7/2019 11:05	1	74.1	596	71.25	431	75.70	449				
1/7/2019 11:10	1	72.1	596	71.38	434	75.78	427				
1/7/2019 11:15	1	68.9	600	71.80	439	75.03	395				
1/7/2019 11:20	1	69.6	600	72.01	423	76.88	335				
1/7/2019 11:25	1	67.1	600	72.13	418	76.68	341				
1/7/2019 11:30	1	70.4	609	72.15	413	74.90	389				
1/7/2019 11:35	1	71.1	609	72.09	408	74.40	485				
1/7/2019 11:40	1	67.7	609	72.18	411	63.80	556				
1/7/2019 11:45	1	64.1	618	72.36	412	67.53	608				
1/7/2019 11:50	1	68.1	618	72.41	408	69.85	568				
1/7/2019 11:55	1	67.4	618	72.58	399	74.95	457				
1/7/2019 12:00	1	72.3	628	72.91	378	73.88	445				
1/7/2019 12:05	1	69.9	628	73.13	347	74.35	434				
1/7/2019 12:10	1	70.4	628	73.47	340	73.10	493				
1/7/2019 12:15	1	69	628	73.25	347	73.88	474				
1/7/2019 12:20	1	67.6	628	72.18	364	70.90	486				
1/7/2019 12:25	1	64.9	628	70.81	395	71.60	460				
1/7/2019 12:30	1	65.3	632	70.25	456	70.70	498				
1/7/2019 12:35	1	61.1	632	70.57	512	67.38	455				
1/7/2019 12:40	1	64	632	71.35	527	66.60	418				
1/7/2019 12:45	1	61.3	637	71.99	497	66.08	482				
1/7/2019 12:50	1	64.7	637	72.22	462	69.23	447				
1/7/2019 12:55	1	65.6	637	72.45	459	68.65	433				
1/7/2019 13:00	1	64.9	641	72.53	458	68.63	426				
1/7/2019 13:05	1	65.8	641	72.47	453	69.53	424				
1/7/2019 13:10	1	65.4	641	72.36	439	66.65	458				
1/7/2019 13:15	1	64	659	72.04	423	67.63	457				
1/7/2019 13:20	1	63.6	659	71.21	396	70.48	485				
1/7/2019 13:25	1	65.9	659	70.22	379	71.68	435				
1/7/2019 13:30	1	69	682	69.42	376	71.15	415				
1/7/2019 13:35	1	66.3	682	68.84	380	67.28	467				
1/7/2019 13:40	1	62.2	682	68.59	389	65.28	411				
1/7/2019 13:45	1	60.1	700	68.41	396	64.18	492				
1/7/2019 13:50	1	63.5	700	68.29	405	66.15	458				
1/7/2019 13:55	1	61.9	700	68.39	422	66.40	411				
1/7/2019 14:00	1	65.5	723	68.76	444	60.43	481				
1/7/2019 14:05	1	52.2	723	69.07	442	63.40	501				
1/7/2019 14:10	1	63.9	723	68.94	415	64.38	442				
1/7/2019 14:15	1	62.2	759	68.32	385	68.30	491				
1/7/2019 14:20	1	64	759	67.33	365	69.75	442				
1/7/2019 14:25	1	66.9	759	66.58	373	67.60	454				
1/7/2019 14:30	1	65.5	800	66.23	396	66.95	453				
1/7/2019 14:35	1	63.4	800	65.92	403	68.10	475				
1/7/2019 14:40	1	67.2	800	65.33	390	68.80	491				
1/7/2019 14:45	1	66.1	841	64.79	388	64.40	513				
1/7/2019 14:50	1	61.9	841	64.56	408	61.10	502				
1/7/2019 14:55	1	61.2	841	64.70	438	65.05	481				
1/7/2019 15:00	1	62.1	887	65.15	467	68.70	510				
1/7/2019 15:05	1	66.5	887	65.72	480	67.18	534				
1/7/2019 15:10	1	63.1	887	66.23	478	66.60	554				
1/7/2019 15:15	1	63.4	919	66.69	473	66.98	551				
1/7/2019 15:20	1	67.8	919	67.04	464	66.65	548				
1/7/2019 15:25	1	69.4	919	66.56	423	70.30	505				
1/7/2019 15:30	1	69.2	950	65.78	402	70.28	526				
1/7/2019 15:35	1	66.7	950	65.33	415	71.50	497				
1/7/2019 15:40	1	65.6	950	65.38	449	68.73	578				
1/7/2019 15:45	1	65.3	982	65.69	478	68.43	604				
1/7/2019 15:50	1	67.7	982	65.89	487	69.00	561				
1/7/2019 15:55	1	67.3	982	66.02	493	69.50	548				
1/7/2019 16:00	1	64.2	1019	66.30	507	65.43	584				
1/7/2019 16:05	1	63.9	1019	66.66	517	69.83	549				
1/7/2019 16:10	1	69.5	1019	67.05	524	69.55	591				
1/7/2019 16:15	1	68	1014	67.37	521	68.45	619				
1/7/2019 16:20	1	61.7	1014	67.33	506	58.85	599				
1/7/2019 16:25	1	60.1	1014	67.13	501	59.10	582				
1/7/2019 16:30	1	60.1	1009	66.70	492	66.33	611				
1/7/2019 16:35	1	64.7	1009	65.83	468	63.80	546				
1/7/2019 16:40	1	64.7	1009	65.22	475	68.70	619				
1/7/2019 16:45	1	65.9	1009	65.09	505	62.78	612				
1/7/2019 16:50	1	53.9	1009	65.31	537	53.90	603				
1/7/2019 16:55	1	59.4	1009	65.50	548	66.53	589				
1/7/2019 17:00	1	65.3	1009	65.45	539	70.53	603				
1/7/2019 17:05	1	67.6	1009	65.16	521	67.83	592				
1/7/2019 17:10	1	68.1	1009	64.71	504	68.98	584				
1/7/2019 17:15	1	67.6	937	64.44	502	67.80	636				
1/7/2019 17:20	1	66.6	937	64.31	510	69.10	648				
1/7/2019 17:25	1	63.2	937	64.14	516	64.38	613				
1/7/2019 17:30	1	63.1	859	64.15	535	62.65	628				
1/7/2019 17:35	1	52.3	859	64.47	563	49.05	529				
1/7/2019 17:40	1	64.1	859	65.13	595	67.40	546				
1/7/2019 17:45	1	65.2	796	65.84	603	68.58	540				
1/7/2019 17:50	1	63.8	796	66.23	585	66.13	582				
1/7/2019 17:55	1	63.6	796	66.34	564	68.30	511				
1/7/2019 18:00	1	68.9	737	66.21	548	69.35	528				
1/7/2019 18:05	1	69.7	737	65.97	538	69.40	485				
1/7/2019 18:10	1	68.7	737	65.69	527	68.50	540				
1/7/2019 18:15	1	66.9	678	65.35	512	69.90	547				
1/7/2019 18:20	1	68.6	678	64.94	495	71.18	478				
1/7/2019 18:25	1	69.3	678	64.60	487	70.68	508				
1/7/2019 18:30	1	68.8	614	64.40	488	71.03	488				
1/7/2019 18:35	1	69	614	64.44	494	71.68	506				
1/7/2019 18:40	1	69.7	614	64.72	504	70.73	485				
1/7/2019 18:45	1	73.7	559	65.24	512	71.35	446				
1/7/2019 18:50	1	70.4	559	65.81	513	74.30	342				
1/7/2019 18:55	1	70.9	559	66.32	513	73.63	383				
1/7/2019 19:00	1	68.7	514	66.79	511	72.95	338				
1/7/2019 19:05	1	69	514	67.11	501	73.80	341				
1/7/2019 19:10	1	64.3	514	67.30	489	73.28	352				
1/7/2019 19:15	1	66.2	482	67.57	486	72.05	358				
1/7/2019 19:20	1	68.2	482	67.83	478	74.20	326				
1/7/2019 19:25	1	70.5	482	68.27	473	74.60	306				
1/7/2019 19:30	1	70.7	455	68.87	457	75.13	306				
1/7/2019 19:35	1	69.4	455	69.38	428	73.88	264				
1/7/2019 19:40	1	68	455	69.76	391	74.20	244				
1/7/2019 19:45	1	67.4	432	70.20	368	73.83	302				
1/7/2019 19:50	1	72.8	432	70.63	357	75.40	227				
1/7/2019 19:55	1	70.4	432	70.95	343	74.88	245				
1/7/2019 20:00	1	73.7	409	71.28	332	74.55	255				
1/7/2019 20:05	1	68.3	409	71.67	318	73.68	284				
1/7/2019 20:10	1	70.4	409	71.76	300	73.95	310				
1/7/2019 20:15	1	63	400	71.64	282	74.65	271				
1/7/2019 20:20	1	67	400	71.74	274	75.33	269				
1/7/2019 20:25	1	70.9	400	71.92	270	74.93	224				
1/7/2019 20:30	1	63.8	396	72.04	263	74.63	236				
1/7/2019 20:35	1	69.9	396	72.04	251	75.65	214				
1/7/2019 20:40	1	73.5	396	72.27	244	73.75	255				
1/7/2019 20:45	1	72.5	391	72.29	238	74.53	233				
1/7/2019 20:50	1	69.6	391	72.16	242	75.25	234				
1/7/2019 20:55	1	68.5	391	72.33	255	74.33	196				
1/7/2019 21:00	1	68.4	387	72.53	262	74.43	174				
1/7/2019 21:05	1	70.8	387	72.60	255	76.15	203				
1/7/2019 21:10	1	71.3	387	72.60	238	75.05	213				
1/7/2019 21:15	1	73.9	364	72.54	222	74.00	233				
1/7/2019 21:20	1	72.8	364	72.40	215	73.30	258				
1/7/2019 21:25	1	73.1	364	72.47	219	74.50	205				
1/7/2019 21:30	1	73.1	350	72.54	215	76.83	172				
1/7/2019 21:35	1	72.4	350	72.39	202	74.95	175				
1/7/2019 21:40	1	71.5	350	72.48	195	75.28	200				
1/7/2019 21:45	1	69.6	332	72.64	195	74.30	183				
1/7/2019 21:50	1	65	332	72.63	191	76.10	191				
1/7/2019 21:55	1	67.3	332	72.53	196	74.60	164				
1/7/2019 22:00	1	75.9	318	72.15	200	74.60	194				
1/7/2019 22:05	1	73	318	71.81	197	74.43	196				
1/7/2019 22:10	1	57.7	318	71.92	198	74.10	225				
1/7/2019 22:15	1	63.5	296	72.12	193	74.73	211				
1/7/2019 22:20	1	72.2	296	72.30	190	74.23	171				
1/7/2019 22:25	1	74.8	296	72.16	178	74.85	169				
1/7/2019 22:30	1	66.7	273	72.31	177	75.63	158				
1/7/2019 22:35	1	68.6	273	72.63	175	75.60	137				
1/7/2019 22:40	1	68.6	273	72.43	163	75.58	135				
1/7/2019 22:45	1	68.6	255	72.35	165	76.08	106				
1/7/2019 22:50	1	62.9	255	72.55	174	75.23	111				
1/7/2019 22:55	1	62.2	255	72.78	181	76.73	89				
1/7/2019 23:00	1	65.1	241	72.84	182	74.98	89				
1/7/2019 23:05	1	69	241	72.79	174	75.80	105				
1/7/2019 23:10	1	72.9	241	72.75	161	74.75	108				
1/7/2019 23:15	1	72.2	205	72.81	150	75.08	103				
1/7/2019 23:20	1	64.3	205	72.69	139	75.43	78				
1/7/2019 23:25	1	65.4	205	72.80	131	75.85	83				
1/7/2019 23:30	1	66.3	177	73.13	122	75.93	84				
1/7/2019 23:35	1	72.3	177	73.49	111	74.95	69				
1/7/2019 23:40	1	72.3	177	73.06	95	75.58	75				
1/7/2019 23:45	1	72.1	150	72.65	90	75.43	62				
1/7/2019 23:50	1	71.8	150	72.16	91	75.93	86				
1/7/2019 23:55	1	72.2	150	72.20	96	76.90	61				
1/8/2019 0:00	2	64.1	132	75.79	66	75.68	67				
1/8/2019 0:05	2	64.1	132	75.79	53	74.43	52				
1/8/2019 0:10	2	64.8	132	75.77	52	76.93	51				
1/8/2019 0:15	2	64.9	114	75.75	50	71.68	50				
1/8/2019 0:20	2	64.9	114	75.72	45	75.80	47				
1/8/2019 0:25	2	65.4	114	75.70	44	75.23	43				
1/8/2019 0:30	2	69.1	100	75.68	45	72.43	46				
1/8/2019 0:35	2	70.9	100	75.66	47	72.78	48				
1/8/2019 0:40	2	70.9	100	75.03	57	75.08	56				
1/8/2019 0:45	2	70.9	87	74.38	28	74.23	29				
1/8/2019 0:50	2	70.9	87	74.26	43	74.95	44				
1/8/2019 0:55	2	70.9	87	73.80	35	72.63	35				
1/8/2019 1:00	2	70	77	73.65	33	74.93	34				
1/8/2019 1:05	2	69.6	77	73.19	34	72.95	35				
1/8/2019 1:10	2	69.6	77	72.70	25	74.58	26				
1/8/2019 1:15	2	65.7	73	72.03	43	75.33	32				
1/8/2019 1:20	2	64.7	73	71.65	43	76.68	33				
1/8/2019 1:25	2	64.7	73	71.85	42	73.50	26				
1/8/2019 1:30	2	64.7	68	72.20	40	72.30	25				
1/8/2019 1:35	2	64.7	68	72.30	37	72.20	25				
1/8/2019 1:40	2	73.7	68	72.02	36	72.83	35				
1/8/2019 1:45	2	72.9	64	71.83	34	74.40	33				
1/8/2019 1:50	2	73.6	64	71.95	32	73.23	25				
1/8/2019 1:55	2	75.2	64	72.41	32	72.45	27				
1/8/2019 2:00	2	74.6	59	72.45	31	74.18	37				
1/8/2019 2:05	2	68.8	59	71.85	28	75.55	40				
1/8/2019 2:10	2	70.3	59	71.26	25	73.80	40				
1/8/2019 2:15	2	70.4	55	70.98	24	73.70	46				
1/8/2019 2:20	2	70.7	55	70.82	26	75.80	40				
1/8/2019 2:25	2	70.7	55	70.96	28	78.78	37				
1/8/2019 2:30	2	70.9	55	70.95	28	74.98	11				
1/8/2019 2:35	2	71.3	55	70.98	30	75.43	25				
1/8/2019 2:40	2	77.8	55	71.30	34	74.95	23				
1/8/2019 2:45	2	78.7	50	71.64	37	75.58	51				
1/8/2019 2:50	2	70.9	50	71.67	37	75.28	29				
1/8/2019 2:55	2	70.9	50	71.86	38	72.85	23				
1/8/2019 3:00	2	70.9	50	71.96	38	73.45	27				
1/8/2019 3:05	2	70.8	50	72.18	36	79.50	31				
1/8/2019 3:10	2	68.8	50	72.32	31	74.40	32				
1/8/2019 3:15	2	69.9	50	72.62	27	74.68	34				
1/8/2019 3:20	2	69.9	50	72.59	26	73.00	41				
1/8/2019 3:25	2	69.9	50	72.60	31	77.08	33				
1/8/2019 3:30	2	69.1	55	73.37	36	75.55	46				
1/8/2019 3:35	2	71.7	55	73.28	30	75.50	50				
1/8/2019 3:40	2	74.7	55	72.82	26	74.38	52				
1/8/2019 3:45	2	69.8	59	73.79	29	76.50	58				
1/8/2019 3:50	2	72.7	59	75.19	32	74.80	54				
1/8/2019 3:55	2	72.6	59	75.63	32	74.68	66				
1/8/2019 4:00	2	73.7	64	73.80	26	77.08	48				
1/8/2019 4:05	2	69.1	64	72.70	28	76.40	42				
1/8/2019 4:10	2	66.7	64	72.35	33	75.93	70				
1/8/2019 4:15	2	69.4	82	72.28	37	74.75	76				
1/8/2019 4:20	2	70	82	72.00	38	75.48	81				
1/8/2019 4:25	2	70.2	82	72.15	44	75.15	82				
1/8/2019 4:30	2	68.6	100	72.54	50	74.73	88				
1/8/2019 4:35	2	74.9	100	72.61	52	75.28	106				
1/8/2019 4:40	2	75.2	100	72.95	51	76.75	132				
1/8/2019 4:45	2	75.2	127	73.43	52	75.45	111				
1/8/2019 4:50	2	75.2	127	73.08	51	74.30	89				
1/8/2019 4:55	2	75	127	72.79	55	75.63	116				
1/8/2019 5:00	2	71.7	159	72.79	62	76.05	140				
1/8/2019 5:05	2	72.8	159	72.89	69	76.30	188				
1/8/2019 5:10	2	72.3	159	72.82	74	75.95	169				
1/8/2019 5:15	2	73.1	200	72.79	82	75.93	205				
1/8/2019 5:20	2	68.8	200	73.12	96	75.55	247				
1/8/2019 5:25	2	73	200	73.40	103	75.73	248				
1/8/2019 5:30	2	72.7	259	73.24	101	75.55	261				
1/8/2019 5:35	2	69.4	259	73.12	102	75.78	325				
1/8/2019 5:40	2	76.6	259	73.07	117	75.53	357				
1/8/2019 5:45	2	72.6	337	73.20	138	75.35	421				
1/8/2019 5:50	2	68.1	337	73.17	153	75.08	372				
1/8/2019 5:55	2	73.2	337	73.09	167	75.43	377				
1/8/2019 6:00	2	71.4	432	73.00	187	74.98	379				
1/8/2019 6:05	2	73.2	432	73.04	210	73.75	443				
1/8/2019 6:10	2	71.6	432	73.06	234	73.98	475				
1/8/2019 6:15	2	72.8	487	72.99	258	71.33	558				
1/8/2019 6:20	2	71.2	487	72.84	284	70.55	574				
1/8/2019 6:25	2	68.7	487	72.84	317	69.55	613				
1/8/2019 6:30	2	65	550	72.82	341	56.45	619				
1/8/2019 6:35	2	49.3	550	72.71	351	28.58	461				
1/8/2019 6:40	2	29.4	550	72.48	351	30.10	422				
1/8/2019 6:45	2	32.7	614	72.22	361	28.85	483				
1/8/2019 6:50	2	34.6	614	71.88	381	45.05	586				
1/8/2019 6:55	2	42	614	70.94	388	34.78	507				
1/8/2019 7:00	2	40.3	696	69.97	413	46.03	549				
1/8/2019 7:05	2	38.4	696	69.09	452	39.98	559				
1/8/2019 7:10	2	41.7	696	68.33	495	35.95	557				
1/8/2019 7:15	2	34.5	682	67.62	524	25.60	443				
1/8/2019 7:20	2	20.8	682	66.07	486	24.18	435				
1/8/2019 7:25	2	17.7	682	63.18	393	17.28	337				
1/8/2019 7:30	2	14.3	664	59.63	305	28.00	472				
1/8/2019 7:35	2	20	664	56.20	244	30.98	531				
1/8/2019 7:40	2	35.2	664	53.23	210	32.75	530				
1/8/2019 7:45	2	31.1	646	50.76	195	35.88	542				
1/8/2019 7:50	2	38.4	646	48.69	190	33.70	514				
1/8/2019 7:55	2	35.4	646	46.96	195	32.83	537				
1/8/2019 8:00	2	28.7	632	45.55	207	31.08	503				
1/8/2019 8:05	2	34.6	632	44.37	223	36.35	532				
1/8/2019 8:10	2	24.6	632	43.33	238	33.83	515				
1/8/2019 8:15	2	25.8	600	42.34	247	30.60	493				
1/8/2019 8:20	2	38.7	600	41.37	249	34.60	529				
1/8/2019 8:25	2	36.8	600	40.40	245	39.90	546				
1/8/2019 8:30	2	41.4	573	39.44	238	46.25	597				
1/8/2019 8:35	2	48.4	573	38.52	230	53.08	568				
1/8/2019 8:40	2	47.3	573	37.65	223	57.33	619				
1/8/2019 8:45	2	54	546	36.84	218	55.38	640				
1/8/2019 8:50	2	48.9	546	36.12	215	50.58	591				
1/8/2019 8:55	2	43.3	546	35.46	216	50.95	615				
1/8/2019 9:00	2	45	523	34.89	219	44.53	524				
1/8/2019 9:05	2	39	523	34.38	225	37.50	499				
1/8/2019 9:10	2	46.4	523	33.94	233	49.23	545				
1/8/2019 9:15	2	42.7	523	33.56	243	41.25	532				
1/8/2019 9:20	2	42.3	523	33.23	255	54.75	553				
1/8/2019 9:25	2	53.9	523	32.96	268	44.38	529				
1/8/2019 9:30	2	48.7	528	32.76	286	50.00	550				
1/8/2019 9:35	2	46.7	528	32.67	313	42.48	527				
1/8/2019 9:40	2	42.6	528	32.73	354	45.30	535				
1/8/2019 9:45	2	43	528	33.00	415	46.18	551				
1/8/2019 9:50	2	46.2	528	33.53	499	54.35	591				
1/8/2019 9:55	2	52.8	528	34.33	599	49.70	510				
1/8/2019 10:00	2	49.4	532	35.33	696	61.80	588				
1/8/2019 10:05	2	62.5	532	36.45	770	67.63	567				
1/8/2019 10:10	2	63.9	532	37.61	808	71.00	512				
1/8/2019 10:15	2	68.6	546	38.77	818	72.53	500				
1/8/2019 10:20	2	69.9	546	39.96	812	73.45	479				
1/8/2019 10:25	2	69	546	41.23	806	73.75	504				
1/8/2019 10:30	2	73.6	564	42.72	818	73.70	482				
1/8/2019 10:35	2	67	564	44.50	848	70.13	521				
1/8/2019 10:40	2	68.8	564	46.56	883	73.33	522				
1/8/2019 10:45	2	71.1	578	48.93	914	71.95	507				
1/8/2019 10:50	2	67	578	51.77	955	74.40	490				
1/8/2019 10:55	2	69.6	578	55.38	1016	73.75	462				
1/8/2019 11:00	2	68.2	596	59.77	1043	73.73	452				
1/8/2019 11:05	2	70.1	596	64.31	969	73.88	477				
1/8/2019 11:10	2	73.7	596	67.89	800	73.93	505				
1/8/2019 11:15	2	72.9	600	69.87	637	74.23	479				
1/8/2019 11:20	2	69.6	600	70.82	544	73.83	491				
1/8/2019 11:25	2	69.8	600	71.24	504	72.53	527				
1/8/2019 11:30	2	70.1	609	71.56	494	71.98	493				
1/8/2019 11:35	2	71.9	609	71.93	490	73.13	518				
1/8/2019 11:40	2	70.4	609	72.17	466	73.38	522				
1/8/2019 11:45	2	69.7	618	72.24	450	72.38	559				
1/8/2019 11:50	2	73.4	618	72.17	449	72.75	493				
1/8/2019 11:55	2	69.1	618	72.18	456	73.70	487				
1/8/2019 12:00	2	68.9	628	72.26	459	72.25	485				
1/8/2019 12:05	2	70.5	628	71.98	449	73.05	513				
1/8/2019 12:10	2	71.9	628	71.69	454	73.65	478				
1/8/2019 12:15	2	71.2	628	71.65	468	74.38	486				
1/8/2019 12:20	2	71.3	628	71.73	483	73.85	483				
