Time	Day of Week	Probe speed 	Probe flow 1	TPM speed 	TPM flow 	Sensor speed 	Sensor flow 				
1/10/2019 6:35	4	69.8	550	72.98	338	70.80	652				
1/10/2019 6:40	4	67.5	550	72.80	345	70.13	634				
1/10/2019 6:45	4	67.4	614	72.78	363	69.20	614				
1/10/2019 6:50	4	66	614	72.61	385	65.28	670				
1/10/2019 6:55	4	64.8	614	72.26	411	65.03	635				
1/10/2019 7:00	4	64.3	696	71.70	440	66.48	694				
1/10/2019 7:05	4	63.8	696	71.08	473	66.60	700				
1/10/2019 7:10	4	67.7	696	70.21	487	66.48	673				
1/10/2019 7:15	4	67.5	682	68.93	479	65.63	706				
1/10/2019 7:20	4	64.9	682	67.49	468	58.78	677				
1/10/2019 7:25	4	53.6	682	65.82	447	51.90	631				
1/10/2019 7:30	4	53.8	664	64.37	446	61.00	662				
1/10/2019 7:35	4	60	664	63.24	463	56.05	648				
1/10/2019 7:40	4	58.1	664	62.44	493	47.05	610				
1/10/2019 7:45	4	47.3	646	62.02	537	57.43	700				
1/10/2019 7:50	4	45.2	646	61.97	588	48.18	610				
1/10/2019 7:55	4	54.1	646	62.14	632	55.95	666				
1/10/2019 8:00	4	59.8	632	62.37	658	56.78	627				
1/10/2019 8:05	4	53.1	632	62.32	645	56.38	625				
1/10/2019 8:10	4	61.2	632	61.69	592	62.00	630				
1/10/2019 8:15	4	59.8	600	59.99	493	54.25	627				
1/10/2019 8:20	4	56	600	58.10	425	64.60	676				
1/10/2019 8:25	4	61.2	600	56.71	416	44.58	593				
1/10/2019 8:30	4	52.4	573	55.80	439	56.23	618				
1/10/2019 8:35	4	62.8	573	55.01	456	63.48	643				
1/10/2019 8:40	4	60.8	573	54.23	462	46.88	604				
1/10/2019 8:45	4	45.7	546	53.56	469	55.80	619				
1/10/2019 8:50	4	57.7	546	52.94	472	64.28	643				
1/10/2019 8:55	4	61	546	52.24	466	56.75	631				
1/10/2019 9:00	4	59.1	523	51.48	453	55.08	615				
1/10/2019 9:05	4	59.3	523	50.80	449	47.60	549				
1/10/2019 9:10	4	58.7	523	50.42	471	53.70	589				
1/10/2019 9:15	4	50.7	523	50.26	502	50.48	564				
1/10/2019 9:20	4	63.9	523	50.16	522	70.03	587				
1/10/2019 9:25	4	71.8	523	50.15	538	72.03	540				
1/10/2019 9:30	4	68.7	528	50.25	555	71.48	565				
1/10/2019 9:35	4	68.1	528	50.55	578	71.60	592				
1/10/2019 9:40	4	72	528	51.20	622	71.68	613				
1/10/2019 9:45	4	67.4	528	52.44	700	71.58	600				
1/10/2019 9:50	4	70.5	528	54.45	808	72.08	558				
1/10/2019 9:55	4	71.2	528	57.28	918	73.98	496				
1/10/2019 10:00	4	71.4	532	60.75	982	73.80	515				
1/10/2019 10:05	4	72.3	532	64.21	945	74.28	502				
1/10/2019 10:10	4	68.7	532	66.72	814	74.48	461				
1/10/2019 10:15	4	70.7	546	68.28	701	73.35	540				
1/10/2019 10:20	4	71.7	546	69.15	631	73.45	504				
1/10/2019 10:25	4	69.4	546	69.56	589	74.78	495				
1/10/2019 10:30	4	70.9	564	69.99	577	73.83	441				
1/10/2019 10:35	4	67.7	564	70.50	564	73.18	505				
1/10/2019 10:40	4	67.9	564	70.91	533	71.35	542				
1/10/2019 10:45	4	69	578	71.20	508	72.03	535				
1/10/2019 10:50	4	68.1	578	71.43	496	72.95	516				
1/10/2019 10:55	4	67.4	578	71.51	483	73.40	512				
1/10/2019 11:00	4	68.7	596	71.63	477	72.40	508				
1/10/2019 11:05	4	71.9	596	71.63	467	71.93	535				
1/10/2019 11:10	4	71.4	596	71.57	459	73.45	548				
1/10/2019 11:15	4	69.4	600	71.38	451	71.20	544				
1/10/2019 11:20	4	65.2	600	71.05	442	73.43	545				
1/10/2019 11:25	4	69.4	600	70.87	449	72.98	529				
1/10/2019 11:30	4	69.6	609	70.73	461	71.23	587				
1/10/2019 11:35	4	70.9	609	70.85	481	72.15	545				
1/10/2019 11:40	4	69.4	609	70.99	483	72.13	618				
1/10/2019 11:45	4	66.4	618	71.05	477	74.33	551				
1/10/2019 11:50	4	70.7	618	70.97	472	73.30	553				
1/10/2019 11:55	4	71.4	618	70.97	480	74.08	512				
1/10/2019 12:00	4	70.4	628	71.22	498	72.55	525				
1/10/2019 12:05	4	68.9	628	71.38	496	72.28	521				
1/10/2019 12:10	4	68.6	628	71.43	493	72.88	534				
1/10/2019 12:15	4	70.6	628	71.31	493	73.85	556				
1/10/2019 12:20	4	73.4	628	71.16	499	73.20	542				
1/10/2019 12:25	4	70.6	628	71.31	518	73.50	494				
1/10/2019 12:30	4	69.9	632	71.18	507	69.03	541				
1/10/2019 12:35	4	65.8	632	71.15	502	72.53	558				
1/10/2019 12:40	4	69.7	632	71.28	501	72.25	557				
1/10/2019 12:45	4	67	637	71.44	495	70.45	577				
1/10/2019 12:50	4	70.3	637	71.44	481	73.53	489				
1/10/2019 12:55	4	65.9	637	71.38	477	72.38	511				
1/10/2019 13:00	4	66.4	641	71.37	482	72.68	514				
1/10/2019 13:05	4	69.1	641	71.39	481	73.50	527				
1/10/2019 13:10	4	70.7	641	71.07	465	71.93	553				
1/10/2019 13:15	4	68.9	659	70.76	467	71.25	544				
1/10/2019 13:20	4	68.4	659	70.50	479	73.35	498				
1/10/2019 13:25	4	71.8	659	70.48	500	74.03	515				
1/10/2019 13:30	4	69.2	682	70.67	509	73.80	486				
1/10/2019 13:35	4	69.6	682	70.76	497	71.20	538				
1/10/2019 13:40	4	69.3	682	70.90	487	70.83	542				
1/10/2019 13:45	4	69.5	700	71.25	494	72.35	550				
1/10/2019 13:50	4	71.6	700	71.53	494	72.60	508				
1/10/2019 13:55	4	70.3	700	71.43	479	73.25	504				
1/10/2019 14:00	4	68.7	723	71.16	472	73.38	478				
1/10/2019 14:05	4	68.9	723	71.10	478	71.25	521				
1/10/2019 14:10	4	68.3	723	71.13	483	70.90	548				
1/10/2019 14:15	4	67.5	759	71.25	484	72.45	478				
1/10/2019 14:20	4	64.4	759	71.00	468	68.78	507				
1/10/2019 14:25	4	67.1	759	70.80	471	65.95	574				
1/10/2019 14:30	4	63.2	800	70.77	478	66.15	544				
1/10/2019 14:35	4	64.9	800	70.98	488	69.48	555				
1/10/2019 14:40	4	67.8	800	71.13	482	68.90	549				
1/10/2019 14:45	4	68.2	841	71.10	470	69.30	588				
1/10/2019 14:50	4	63.2	841	70.75	454	67.85	569				
1/10/2019 14:55	4	66.8	841	70.29	445	69.08	577				
1/10/2019 15:00	4	66.9	887	70.07	449	69.90	569				
1/10/2019 15:05	4	66.7	887	69.83	454	70.45	571				
1/10/2019 15:10	4	67	887	69.50	453	66.08	634				
1/10/2019 15:15	4	65.4	919	68.95	445	66.33	611				
1/10/2019 15:20	4	64.8	919	68.43	451	68.80	592				
1/10/2019 15:25	4	65.4	919	67.92	459	64.50	602				
1/10/2019 15:30	4	65.8	950	67.67	481	61.03	600				
1/10/2019 15:35	4	67.4	950	67.74	513	65.30	545				
1/10/2019 15:40	4	66.4	950	68.21	551	55.38	601				
1/10/2019 15:45	4	55	982	68.52	552	49.70	569				
1/10/2019 15:50	4	49.7	982	68.37	534	41.98	562				
1/10/2019 15:55	4	43.5	982	67.94	521	44.48	586				
1/10/2019 16:00	4	43.9	1019	67.65	530	48.13	581				
1/10/2019 16:05	4	41.4	1019	67.45	539	55.00	602				
1/10/2019 16:10	4	48.2	1019	67.33	543	42.55	566				
1/10/2019 16:15	4	43.8	1014	66.96	525	44.10	602				
1/10/2019 16:20	4	49.5	1014	66.18	495	41.55	580				
1/10/2019 16:25	4	35.9	1014	65.15	471	42.65	526				
1/10/2019 16:30	4	42.2	1009	63.99	457	44.58	577				
1/10/2019 16:35	4	34.7	1009	63.06	467	41.28	515				
1/10/2019 16:40	4	42.6	1009	62.03	464	37.75	556				
1/10/2019 16:45	4	38.7	1009	61.12	468	36.93	546				
1/10/2019 16:50	4	38.8	1009	60.04	455	50.33	578				
1/10/2019 16:55	4	39.6	1009	58.96	444	42.13	570				
1/10/2019 17:00	4	48.2	1009	58.08	449	53.88	595				
1/10/2019 17:05	4	47.1	1009	57.42	465	44.25	568				
1/10/2019 17:10	4	41.7	1009	56.33	444	53.65	613				
1/10/2019 17:15	4	47.4	937	54.65	392	51.63	612				
1/10/2019 17:20	4	41.6	937	52.75	342	44.60	558				
1/10/2019 17:25	4	46.9	937	51.06	315	46.30	549				
1/10/2019 17:30	4	41.9	859	49.85	322	46.70	567				
1/10/2019 17:35	4	48.2	859	49.21	359	48.45	570				
1/10/2019 17:40	4	35	859	49.10	420	35.70	500				
1/10/2019 17:45	4	46.8	796	49.22	471	47.95	557				
1/10/2019 17:50	4	48.4	796	49.34	498	32.60	476				
1/10/2019 17:55	4	35.6	796	49.51	516	44.58	556				
1/10/2019 18:00	4	46.2	737	49.95	549	52.33	504				
1/10/2019 18:05	4	57.6	737	50.91	615	55.13	542				
1/10/2019 18:10	4	54.5	737	52.52	707	48.43	572				
1/10/2019 18:15	4	47.2	678	54.77	793	44.85	536				
1/10/2019 18:20	4	46	678	57.30	824	45.45	526				
1/10/2019 18:25	4	41.3	678	59.62	781	46.50	566				
1/10/2019 18:30	4	39.9	614	61.33	693	47.85	559				
1/10/2019 18:35	4	35.4	614	62.26	597	41.28	518				
1/10/2019 18:40	4	36	614	62.36	512	38.40	530				
1/10/2019 18:45	4	39.8	559	61.73	444	38.63	532				
1/10/2019 18:50	4	38.6	559	60.66	396	44.05	467				
1/10/2019 18:55	4	60.6	559	59.47	372	71.68	448				
1/10/2019 19:00	4	67.4	514	58.40	371	73.50	434				
1/10/2019 19:05	4	71.9	514	57.58	387	72.53	380				
1/10/2019 19:10	4	74.6	514	56.56	386	72.55	455				
1/10/2019 19:15	4	73.1	482	55.50	383	73.35	400				
1/10/2019 19:20	4	69	482	54.86	407	72.75	445				
1/10/2019 19:25	4	70.4	482	55.07	480	73.78	400				
1/10/2019 19:30	4	69.7	455	56.46	604	73.78	363				
1/10/2019 19:35	4	66.1	455	59.10	734	73.43	368				
1/10/2019 19:40	4	72	455	62.59	790	75.40	340				
1/10/2019 19:45	4	70.4	432	66.08	730	73.73	349				
1/10/2019 19:50	4	65	432	68.62	605	74.10	300				
1/10/2019 19:55	4	62.5	432	70.03	493	73.73	331				
1/10/2019 20:00	4	64.9	409	70.67	426	74.85	318				
1/10/2019 20:05	4	69.3	409	70.92	392	73.78	331				
1/10/2019 20:10	4	73.9	409	71.02	373	75.13	341				
1/10/2019 20:15	4	75.2	400	71.14	361	74.33	325				
1/10/2019 20:20	4	73.1	400	71.28	351	74.03	308				
1/10/2019 20:25	4	73	400	71.55	345	73.93	304				
1/10/2019 20:30	4	70	396	71.60	331	74.75	305				
1/10/2019 20:35	4	66.6	396	71.65	322	74.63	296				
1/10/2019 20:40	4	71.8	396	71.91	312	74.73	304				
1/10/2019 20:45	4	66.5	391	72.06	295	74.63	313				
1/10/2019 20:50	4	70.4	391	72.19	292	75.23	259				
1/10/2019 20:55	4	74.9	391	72.41	294	76.83	235				
1/10/2019 21:00	4	72.5	387	72.47	288	75.18	338				
1/10/2019 21:05	4	68.4	387	72.21	281	75.15	289				
1/10/2019 21:10	4	70.4	387	71.81	276	74.28	340				
1/10/2019 21:15	4	64	364	71.65	283	74.28	342				
1/10/2019 21:20	4	74.1	364	71.82	294	74.78	308				
1/10/2019 21:25	4	69.4	364	72.17	297	75.75	276				
1/10/2019 21:30	4	63	350	72.48	281	74.85	270				
1/10/2019 21:35	4	66	350	72.85	267	75.50	292				
1/10/2019 21:40	4	68.2	350	72.72	255	75.88	265				
1/10/2019 21:45	4	72	332	72.54	255	76.05	214				
1/10/2019 21:50	4	66.4	332	72.37	265	75.33	234				
1/10/2019 21:55	4	71.4	332	72.15	279	74.88	236				
1/10/2019 22:00	4	73.6	318	72.16	292	75.98	215				
1/10/2019 22:05	4	73.4	318	72.42	292	75.95	233				
1/10/2019 22:10	4	72.1	318	72.64	279	74.15	255				
1/10/2019 22:15	4	72.1	296	72.64	262	75.50	246				
1/10/2019 22:20	4	68.1	296	72.79	259	75.35	226				
1/10/2019 22:25	4	69.7	296	73.16	252	75.35	216				
1/10/2019 22:30	4	72.5	273	73.48	236	75.78	183				
1/10/2019 22:35	4	73.2	273	73.44	216	76.43	171				
1/10/2019 22:40	4	67.2	273	73.26	207	76.28	160				
1/10/2019 22:45	4	71.7	255	73.30	205	75.88	146				
1/10/2019 22:50	4	73.7	255	73.23	201	76.90	88				
1/10/2019 22:55	4	73.2	255	73.15	193	75.75	190				
1/10/2019 23:00	4	69.9	241	73.00	185	76.80	107				
1/10/2019 23:05	4	64.4	241	72.86	182	74.58	126				
1/10/2019 23:10	4	64.4	241	72.94	185	77.25	132				
1/10/2019 23:15	4	64.2	205	73.11	177	75.08	113				
1/10/2019 23:20	4	65.1	205	73.38	165	74.83	122				
1/10/2019 23:25	4	69.5	205	73.39	146	77.10	89				
1/10/2019 23:30	4	69.4	177	73.53	134	75.68	102				
1/10/2019 23:35	4	70.9	177	73.57	132	73.55	94				
1/10/2019 23:40	4	67.9	177	73.48	125	76.73	84				
1/10/2019 23:45	4	66.5	150	73.32	119	76.00	71				
1/10/2019 23:50	4	69.7	150	73.37	120	74.28	58				
1/10/2019 23:55	4	74.7	150	73.21	113	75.68	86				
1/11/2019 0:00	5	73.2	138	75.79	65	75.65	66				
1/11/2019 0:05	5	68.5	138	75.79	78	74.90	80				
1/11/2019 0:10	5	65.9	138	75.77	73	74.93	75				
1/11/2019 0:15	5	65.3	119	75.75	62	75.80	63				
1/11/2019 0:20	5	65.5	119	75.72	45	74.40	47				
1/11/2019 0:25	5	66	119	75.70	57	74.40	58				
1/11/2019 0:30	5	66.2	105	75.68	37	73.78	38				
1/11/2019 0:35	5	66.8	105	75.66	62	74.50	63				
1/11/2019 0:40	5	69.2	105	75.04	53	74.83	54				
1/11/2019 0:45	5	71.2	91	74.20	42	76.90	43				
1/11/2019 0:50	5	68.6	91	73.52	40	76.25	39				
1/11/2019 0:55	5	65.3	91	73.31	41	73.98	39				
1/11/2019 1:00	5	65.4	81	72.89	43	74.23	42				
1/11/2019 1:05	5	65.4	81	72.60	49	74.10	50				
1/11/2019 1:10	5	69.7	81	72.44	56	75.25	44				
1/11/2019 1:15	5	70.7	76	72.35	53	73.78	37				
1/11/2019 1:20	5	67.3	76	72.63	55	75.90	31				
1/11/2019 1:25	5	67.6	76	72.64	51	77.10	38				
1/11/2019 1:30	5	67.7	72	72.87	47	74.80	31				
1/11/2019 1:35	5	65.5	72	72.77	41	77.25	36				
1/11/2019 1:40	5	64	72	72.78	38	75.58	47				
1/11/2019 1:45	5	67	67	72.98	38	74.45	30				
1/11/2019 1:50	5	68.3	67	72.75	37	75.70	26				
1/11/2019 1:55	5	68.2	67	72.16	35	74.30	32				
1/11/2019 2:00	5	68	62	72.36	35	76.08	34				
1/11/2019 2:05	5	69.1	62	72.73	35	74.25	45				
1/11/2019 2:10	5	72.5	62	72.66	35	73.85	39				
1/11/2019 2:15	5	72.9	57	72.44	36	73.40	31				
1/11/2019 2:20	5	72.7	57	72.61	40	74.45	36				
1/11/2019 2:25	5	68.9	57	72.31	37	75.15	24				
1/11/2019 2:30	5	68	57	72.13	33	74.05	32				
1/11/2019 2:35	5	72.8	57	72.45	33	75.78	46				
1/11/2019 2:40	5	73	57	72.83	31	74.75	40				
1/11/2019 2:45	5	73.1	53	73.09	33	75.90	22				
1/11/2019 2:50	5	70	53	72.86	32	75.33	35				
1/11/2019 2:55	5	69.9	53	72.35	32	74.80	39				
1/11/2019 3:00	5	69.8	53	72.23	32	75.73	29				
1/11/2019 3:05	5	69	53	72.33	30	74.63	28				
1/11/2019 3:10	5	69.1	53	72.79	30	74.83	44				
1/11/2019 3:15	5	68.7	53	73.31	35	76.35	37				
1/11/2019 3:20	5	67.7	53	73.40	35	72.70	42				
1/11/2019 3:25	5	66.9	53	73.39	31	75.88	39				
1/11/2019 3:30	5	63.7	57	72.94	28	76.43	51				
1/11/2019 3:35	5	63.1	57	72.81	31	75.50	49				
1/11/2019 3:40	5	60.9	57	72.40	31	76.50	60				
1/11/2019 3:45	5	64.2	62	72.32	32	74.68	52				
1/11/2019 3:50	5	66.6	62	72.37	32	76.43	48				
1/11/2019 3:55	5	65.8	62	72.86	37	74.75	50				
1/11/2019 4:00	5	65.9	67	73.31	39	74.38	36				
1/11/2019 4:05	5	71.6	67	73.59	38	77.30	55				
1/11/2019 4:10	5	75.2	67	73.96	42	74.55	68				
1/11/2019 4:15	5	75.7	86	73.83	42	78.15	53				
1/11/2019 4:20	5	76.6	86	73.59	46	75.53	57				
1/11/2019 4:25	5	73.9	86	73.63	49	75.43	53				
1/11/2019 4:30	5	71	105	73.48	47	76.50	67				
1/11/2019 4:35	5	69.5	105	73.23	45	76.03	87				
1/11/2019 4:40	5	63.2	105	73.01	43	76.68	110				
1/11/2019 4:45	5	70.7	134	73.13	44	75.43	102				
1/11/2019 4:50	5	71.7	134	73.03	46	75.45	106				
1/11/2019 4:55	5	72.1	134	72.94	49	77.33	113				
1/11/2019 5:00	5	73.3	167	72.71	51	76.40	140				
1/11/2019 5:05	5	71.4	167	72.85	55	76.13	144				
1/11/2019 5:10	5	74	167	73.23	60	76.53	151				
1/11/2019 5:15	5	74.8	210	73.44	68	76.10	166				
1/11/2019 5:20	5	74.9	210	73.58	77	76.05	210				
1/11/2019 5:25	5	71.9	210	73.66	83	75.88	252				
1/11/2019 5:30	5	71.1	272	73.63	91	76.40	257				
1/11/2019 5:35	5	75.7	272	73.70	100	75.58	257				
1/11/2019 5:40	5	76.9	272	73.74	108	75.78	346				
1/11/2019 5:45	5	72	353	73.55	114	75.63	311				
1/11/2019 5:50	5	67.9	353	73.45	128	76.28	320				
1/11/2019 5:55	5	73.8	353	73.45	141	76.23	330				
1/11/2019 6:00	5	73.6	453	73.50	159	76.30	342				
1/11/2019 6:05	5	73.2	453	73.41	180	75.90	380				
1/11/2019 6:10	5	73.9	453	73.44	205	74.60	436				
1/11/2019 6:15	5	72.4	510	73.16	221	73.68	518				
1/11/2019 6:20	5	69.7	510	73.11	249	72.95	582				
1/11/2019 6:25	5	71.7	510	73.15	269	72.18	568				
1/11/2019 6:30	5	71	576	73.22	286	70.88	606				
1/11/2019 6:35	5	68	576	73.32	297	72.48	635				
1/11/2019 6:40	5	70.8	576	73.37	307	69.95	635				
1/11/2019 6:45	5	65.8	643	73.33	319	70.43	654				
1/11/2019 6:50	5	67.4	643	72.79	329	70.75	640				
1/11/2019 6:55	5	70	643	72.11	361	72.25	571				
1/11/2019 7:00	5	71.5	729	71.48	406	72.05	592				
1/11/2019 7:05	5	70.3	729	70.91	451	69.75	631				
1/11/2019 7:10	5	67.7	729	70.38	486	71.43	640				
1/11/2019 7:15	5	70.6	715	69.80	510	70.28	633				
1/11/2019 7:20	5	68.9	715	68.80	504	66.95	677				
1/11/2019 7:25	5	66.2	715	67.88	514	50.93	628				
1/11/2019 7:30	5	43.2	696	67.32	545	52.85	629				
1/11/2019 7:35	5	52.7	696	67.23	578	56.33	656				
1/11/2019 7:40	5	60.5	696	67.28	588	62.58	690				
1/11/2019 7:45	5	58.1	676	67.34	586	46.75	410				
1/11/2019 7:50	5	49.1	676	67.23	572	58.90	321				
1/11/2019 7:55	5	37.5	676	66.77	551	55.25	400				
1/11/2019 8:00	5	47	662	65.91	528	51.80	498				
1/11/2019 8:05	5	30.1	662	65.05	527	49.58	583				
1/11/2019 8:10	5	45.7	662	64.21	529	48.35	651				
1/11/2019 8:15	5	47.9	629	62.15	454	44.85	600				
1/11/2019 8:20	5	43.2	629	59.75	388	48.90	618				
1/11/2019 8:25	5	46.8	629	57.85	371	47.03	609				
1/11/2019 8:30	5	51.7	600	56.55	393	49.75	597				
1/11/2019 8:35	5	54.1	600	54.97	382	54.20	635				
1/11/2019 8:40	5	55.9	600	52.85	337	48.00	585				
1/11/2019 8:45	5	42.4	572	50.47	284	48.80	570				
1/11/2019 8:50	5	48	572	48.12	238	44.40	556				
1/11/2019 8:55	5	49.4	572	46.00	205	52.33	603				
1/11/2019 9:00	5	42	548	44.19	187	38.25	522				
1/11/2019 9:05	5	50.8	548	42.75	185	60.63	623				
1/11/2019 9:10	5	63	548	41.70	202	72.88	577				
1/11/2019 9:15	5	69.6	548	41.07	240	72.58	513				
1/11/2019 9:20	5	70.2	548	40.87	303	72.03	553				
1/11/2019 9:25	5	69.7	548	41.14	393	72.88	521				
1/11/2019 9:30	5	68.3	553	41.97	518	72.30	573				
1/11/2019 9:35	5	73.4	553	43.36	665	73.55	555				
1/11/2019 9:40	5	70.5	553	45.16	793	71.83	557				
1/11/2019 9:45	5	71.4	553	47.22	879	72.25	628				
1/11/2019 9:50	5	72.6	553	49.65	943	71.50	575				
1/11/2019 9:55	5	69.6	553	52.74	1017	72.55	508				
1/11/2019 10:00	5	71	557	56.65	1083	73.75	495				
1/11/2019 10:05	5	69	557	61.03	1071	70.60	534				
1/11/2019 10:10	5	67.4	557	64.75	932	73.95	456				
1/11/2019 10:15	5	72.6	572	67.20	762	73.65	485				
1/11/2019 10:20	5	70.6	572	68.55	645	73.88	478				
1/11/2019 10:25	5	71.5	572	68.96	573	72.50	507				
1/11/2019 10:30	5	66.8	591	69.15	554	73.08	468				
1/11/2019 10:35	5	68.4	591	69.58	554	73.43	519				
1/11/2019 10:40	5	72.1	591	70.17	539	71.68	572				
1/11/2019 10:45	5	69.5	605	70.45	501	71.33	545				
1/11/2019 10:50	5	69.7	605	70.72	480	73.95	505				
1/11/2019 10:55	5	71.2	605	71.06	472	74.88	460				
1/11/2019 11:00	5	73.1	624	71.27	464	73.53	531				
1/11/2019 11:05	5	70.4	624	71.23	456	74.90	478				
1/11/2019 11:10	5	71.8	624	71.03	448	73.20	545				
1/11/2019 11:15	5	70.6	629	71.06	453	71.73	560				
1/11/2019 11:20	5	66.8	629	70.79	447	73.58	536				
1/11/2019 11:25	5	68.2	629	70.50	458	71.35	518				
1/11/2019 11:30	5	70	638	70.45	478	72.53	563				
1/11/2019 11:35	5	71.9	638	70.63	490	72.73	544				
1/11/2019 11:40	5	68.7	638	70.88	492	69.80	581				
1/11/2019 11:45	5	67.6	648	71.13	488	70.38	575				
1/11/2019 11:50	5	69.6	648	70.88	467	72.75	543				
1/11/2019 11:55	5	69	648	70.58	468	73.75	529				
1/11/2019 12:00	5	67	657	70.49	482	72.40	517				
1/11/2019 12:05	5	69.4	657	70.38	482	72.05	532				
1/11/2019 12:10	5	67.3	657	70.44	493	72.58	552				
1/11/2019 12:15	5	71.9	657	70.62	506	71.18	581				
1/11/2019 12:20	5	72	657	70.69	510	70.63	568				
1/11/2019 12:25	5	70.1	657	70.36	501	73.03	546				
1/11/2019 12:30	5	70.6	662	70.27	512	69.25	585				
1/11/2019 12:35	5	66.6	662	70.44	526	73.38	537				
1/11/2019 12:40	5	70	662	70.54	518	73.18	557				
1/11/2019 12:45	5	68.6	667	70.58	507	70.33	563				
1/11/2019 12:50	5	69.7	667	70.56	497	68.18	588				
1/11/2019 12:55	5	67.1	667	70.32	487	72.80	541				
1/11/2019 13:00	5	68.1	672	70.07	495	73.93	522				
1/11/2019 13:05	5	68.7	672	70.09	516	70.23	550				
1/11/2019 13:10	5	68.5	672	70.01	517	70.85	536				
1/11/2019 13:15	5	67.3	691	70.12	520	68.25	593				
1/11/2019 13:20	5	64.2	691	70.20	511	71.05	580				
1/11/2019 13:25	5	65.5	691	70.12	499	64.58	564				
1/11/2019 13:30	5	63	715	69.97	499	61.90	576				
1/11/2019 13:35	5	63.2	715	69.97	513	65.65	568				
1/11/2019 13:40	5	62.5	715	70.06	520	71.48	551				
1/11/2019 13:45	5	65.1	734	70.20	522	54.00	530				
1/11/2019 13:50	5	52.6	734	70.04	507	41.08	481				
1/11/2019 13:55	5	44.9	734	69.94	513	58.88	522				
1/11/2019 14:00	5	67.4	757	69.81	525	72.75	567				
1/11/2019 14:05	5	68.8	757	69.70	535	72.00	510				
1/11/2019 14:10	5	70.1	757	69.66	539	70.13	581				
1/11/2019 14:15	5	69.1	796	69.73	536	70.80	577				
1/11/2019 14:20	5	69.5	796	69.69	519	69.80	597				
1/11/2019 14:25	5	69.1	796	69.55	508	70.50	521				
1/11/2019 14:30	5	67.5	838	69.46	508	66.30	574				
1/11/2019 14:35	5	65.2	838	69.66	521	67.73	592				
1/11/2019 14:40	5	64	838	70.19	536	62.90	587				
1/11/2019 14:45	5	58.7	881	70.54	527	57.13	596				
1/11/2019 14:50	5	61.7	881	70.50	507	57.75	589				
1/11/2019 14:55	5	64.2	881	70.27	499	58.38	557				
1/11/2019 15:00	5	63.9	929	70.06	505	60.90	582				
1/11/2019 15:05	5	64.9	929	69.81	508	61.85	598				
1/11/2019 15:10	5	66.9	929	69.50	508	59.95	658				
1/11/2019 15:15	5	52.3	962	69.31	513	51.43	566				
1/11/2019 15:20	5	46.3	962	69.07	515	54.85	595				
1/11/2019 15:25	5	51.6	962	68.66	512	49.70	606				
1/11/2019 15:30	5	47.5	996	68.47	525	43.00	562				
1/11/2019 15:35	5	38	996	68.59	550	41.20	560				
1/11/2019 15:40	5	43.1	996	68.83	561	46.93	590				
1/11/2019 15:45	5	44	1029	68.90	554	48.35	577				
1/11/2019 15:50	5	41.7	1029	68.66	545	49.43	586				
1/11/2019 15:55	5	48.8	1029	68.08	532	40.98	545				
1/11/2019 16:00	5	43	1067	67.47	533	42.50	554				
1/11/2019 16:05	5	51.3	1067	66.85	535	47.80	591				
1/11/2019 16:10	5	47.9	1067	66.43	548	48.70	585				
1/11/2019 16:15	5	47.3	1062	64.51	462	45.63	660				
1/11/2019 16:20	5	57.9	1062	62.18	391	53.00	603				
1/11/2019 16:25	5	51.4	1062	60.33	374	65.75	591				
1/11/2019 16:30	5	63.3	1058	58.85	378	69.35	570				
1/11/2019 16:35	5	64.5	1058	57.48	380	68.05	601				
1/11/2019 16:40	5	65.3	1058	56.26	383	69.40	567				
1/11/2019 16:45	5	69.6	1058	55.11	385	68.08	609				
1/11/2019 16:50	5	69.9	1058	54.05	387	67.63	621				
1/11/2019 16:55	5	60.4	1058	53.22	401	65.50	622				
1/11/2019 17:00	5	63.1	1058	52.79	437	62.05	630				
1/11/2019 17:05	5	61.6	1058	52.89	498	62.98	615				
1/11/2019 17:10	5	64	1058	53.59	575	66.38	608				
1/11/2019 17:15	5	65.6	981	54.76	644	64.80	625				
1/11/2019 17:20	5	62.8	981	56.17	682	66.85	599				
1/11/2019 17:25	5	63	981	57.55	681	64.98	611				
1/11/2019 17:30	5	64.6	900	58.61	645	63.90	631				
1/11/2019 17:35	5	62.2	900	59.19	592	58.23	585				
1/11/2019 17:40	5	59	900	59.30	542	64.20	560				
1/11/2019 17:45	5	42.6	834	59.12	508	24.33	378				
1/11/2019 17:50	5	8.8	834	58.82	490	10.05	239				
1/11/2019 17:55	5	7.2	834	58.50	485	7.50	215				
1/11/2019 18:00	5	4.7	772	58.21	486	8.55	165				
1/11/2019 18:05	5	7.9	772	57.99	493	10.58	221				
1/11/2019 18:10	5	7.5	772	57.88	504	9.40	194				
1/11/2019 18:15	5	5.8	710	57.88	515	9.13	215				
1/11/2019 18:20	5	9.4	710	57.93	521	8.48	216				
1/11/2019 18:25	5	7	710	57.93	517	10.55	220				
1/11/2019 18:30	5	9.6	643	57.84	505	9.30	248				
1/11/2019 18:35	5	8.5	643	57.59	486	11.45	244				
1/11/2019 18:40	5	8.1	643	56.32	417	12.10	247				
1/11/2019 18:45	5	10.6	586	54.10	330	13.90	276				
1/11/2019 18:50	5	10.2	586	51.48	256	12.50	270				
1/11/2019 18:55	5	10.2	586	48.86	201	14.28	280				
1/11/2019 19:00	5	9.5	538	46.43	162	13.95	290				
