Time	Flow (Veh/5 Minutes)	Speed (mph)
1/9/2019 20:20	107	74.80
1/9/2019 20:25	120	74.80
1/9/2019 20:30	127	75.50
1/9/2019 20:35	132	75.30
1/9/2019 20:40	106	73.60
1/9/2019 20:45	103	74.40
1/9/2019 20:50	105	74.90
1/9/2019 20:55	123	75.30
1/9/2019 21:00	104	76.00
1/9/2019 21:05	89	74.70
1/9/2019 21:10	91	75.70
1/9/2019 21:15	108	76.60
1/9/2019 21:20	102	75.10
1/9/2019 21:25	103	76.70
1/9/2019 21:30	93	74.60
1/9/2019 21:35	115	73.80
1/9/2019 21:40	102	75.40
1/9/2019 21:45	86	75.40
1/9/2019 21:50	90	76.40
1/9/2019 21:55	79	75.90
1/9/2019 22:00	83	74.40
1/9/2019 22:05	53	75.60
1/9/2019 22:10	80	75.10
1/9/2019 22:15	68	75.20
1/9/2019 22:20	72	74.60
1/9/2019 22:25	64	74.40
1/9/2019 22:30	57	74.50
1/9/2019 22:35	61	75.30
1/9/2019 22:40	57	74.90
1/9/2019 22:45	52	76.40
1/9/2019 22:50	41	75.70
1/9/2019 22:55	46	74.10
1/9/2019 23:00	43	75.70
1/9/2019 23:05	38	73.70
1/9/2019 23:10	40	75.50
1/9/2019 23:15	28	75.10
1/9/2019 23:20	43	73.20
1/9/2019 23:25	37	74.80
1/9/2019 23:30	30	73.60
1/9/2019 23:35	22	74.10
1/9/2019 23:40	32	73.60
1/9/2019 23:45	16	72.40
1/9/2019 23:50	28	73.60
1/9/2019 23:55	21	73.90
1/10/2019 0:00	28	75.80
1/10/2019 0:05	25	72.50
1/10/2019 0:10	14	73.50
1/10/2019 0:15	22	79.30
1/10/2019 0:20	28	71.10
1/10/2019 0:25	23	74.60
1/10/2019 0:30	18	71.10
1/10/2019 0:35	19	72.90
1/10/2019 0:40	18	72.40
1/10/2019 0:45	24	73.10
1/10/2019 0:50	14	74.20
1/10/2019 0:55	15	74.60
1/10/2019 1:00	10	71.90
1/10/2019 1:05	6	75.40
1/10/2019 1:10	14	74.50
1/10/2019 1:15	8	76.90
1/10/2019 1:20	16	72.90
1/10/2019 1:25	12	74.60
1/10/2019 1:30	12	74.70
1/10/2019 1:35	8	71.90
1/10/2019 1:40	11	72.00
1/10/2019 1:45	12	73.30
1/10/2019 1:50	10	72.90
1/10/2019 1:55	14	73.40
1/10/2019 2:00	16	74.70
1/10/2019 2:05	19	71.70
1/10/2019 2:10	13	70.50
1/10/2019 2:15	20	74.30
1/10/2019 2:20	14	73.90
1/10/2019 2:25	16	74.50
1/10/2019 2:30	10	73.50
1/10/2019 2:35	12	73.40
1/10/2019 2:40	18	73.70
1/10/2019 2:45	16	73.40
1/10/2019 2:50	23	73.30
1/10/2019 2:55	10	72.50
1/10/2019 3:00	14	78.20
1/10/2019 3:05	21	74.00
1/10/2019 3:10	13	74.70
1/10/2019 3:15	29	76.40
1/10/2019 3:20	28	74.20
1/10/2019 3:25	34	75.60
1/10/2019 3:30	31	73.90
1/10/2019 3:35	31	74.00
1/10/2019 3:40	46	76.60
1/10/2019 3:45	47	73.10
1/10/2019 3:50	36	74.10
1/10/2019 3:55	28	76.00
1/10/2019 4:00	27	73.30
1/10/2019 4:05	41	74.30
1/10/2019 4:10	47	74.10
1/10/2019 4:15	53	76.10
1/10/2019 4:20	54	75.50
1/10/2019 4:25	62	74.50
1/10/2019 4:30	68	74.60
1/10/2019 4:35	88	74.80
1/10/2019 4:40	115	75.50
1/10/2019 4:45	105	76.50
1/10/2019 4:50	89	76.30
1/10/2019 4:55	100	76.10
1/10/2019 5:00	82	75.30
1/10/2019 5:05	100	75.70
1/10/2019 5:10	119	74.10
1/10/2019 5:15	123	77.10
1/10/2019 5:20	146	76.70
1/10/2019 5:25	156	76.60
1/10/2019 5:30	202	76.30
1/10/2019 5:35	239	76.20
1/10/2019 5:40	294	76.40
1/10/2019 5:45	324	77.10
1/10/2019 5:50	290	77.10
1/10/2019 5:55	254	76.90
1/10/2019 6:00	256	77.00
1/10/2019 6:05	253	77.10
1/10/2019 6:10	259	77.40
1/10/2019 6:15	314	75.40
1/10/2019 6:20	354	76.70
1/10/2019 6:25	417	76.00
1/10/2019 6:30	412	75.00
1/10/2019 6:35	427	77.00
1/10/2019 6:40	484	76.40
1/10/2019 6:45	572	75.00
1/10/2019 6:50	540	75.20
1/10/2019 6:55	458	75.40
1/10/2019 7:00	422	76.40
1/10/2019 7:05	435	75.60
1/10/2019 7:10	424	74.80
1/10/2019 7:15	467	75.10
1/10/2019 7:20	426	76.20
1/10/2019 7:25	483	75.90
1/10/2019 7:30	444	75.10
1/10/2019 7:35	533	74.30
1/10/2019 7:40	521	75.70
1/10/2019 7:45	555	74.70
1/10/2019 7:50	541	75.60
1/10/2019 7:55	555	74.70
1/10/2019 8:00	506	73.60
1/10/2019 8:05	477	76.10
1/10/2019 8:10	410	77.00
1/10/2019 8:15	425	76.80
1/10/2019 8:20	410	76.80
1/10/2019 8:25	387	76.60
1/10/2019 8:30	347	77.20
1/10/2019 8:35	350	76.50
1/10/2019 8:40	386	77.00
1/10/2019 8:45	353	76.10
1/10/2019 8:50	362	77.90
1/10/2019 8:55	318	77.60
1/10/2019 9:00	274	78.40
1/10/2019 9:05	265	78.20
1/10/2019 9:10	268	78.00
1/10/2019 9:15	263	78.00
1/10/2019 9:20	236	76.70
1/10/2019 9:25	245	75.80
1/10/2019 9:30	206	77.50
1/10/2019 9:35	195	76.10
1/10/2019 9:40	209	76.50
1/10/2019 9:45	202	77.00
1/10/2019 9:50	205	77.00
1/10/2019 9:55	190	78.50
1/10/2019 10:00	170	76.40
1/10/2019 10:05	161	77.00
1/10/2019 10:10	173	76.90
1/10/2019 10:15	149	76.60
1/10/2019 10:20	164	77.40
1/10/2019 10:25	173	76.90
1/10/2019 10:30	142	76.80
1/10/2019 10:35	143	76.60
1/10/2019 10:40	145	76.10
1/10/2019 10:45	153	75.70
1/10/2019 10:50	163	78.50
1/10/2019 10:55	161	77.50
1/10/2019 11:00	161	75.90
1/10/2019 11:05	157	75.90
1/10/2019 11:10	149	75.70
1/10/2019 11:15	157	75.30
1/10/2019 11:20	141	77.30
1/10/2019 11:25	164	77.90
1/10/2019 11:30	166	77.50
1/10/2019 11:35	142	77.20
1/10/2019 11:40	165	77.50
1/10/2019 11:45	187	76.70
1/10/2019 11:50	178	76.20
1/10/2019 11:55	181	78.00
1/10/2019 12:00	151	76.80
1/10/2019 12:05	176	76.50
1/10/2019 12:10	166	76.10
1/10/2019 12:15	165	76.90
1/10/2019 12:20	177	76.80
1/10/2019 12:25	169	77.00
1/10/2019 12:30	182	76.30
1/10/2019 12:35	207	75.80
1/10/2019 12:40	203	77.20
1/10/2019 12:45	198	76.50
1/10/2019 12:50	188	75.80
1/10/2019 12:55	182	77.30
1/10/2019 13:00	213	75.60
1/10/2019 13:05	206	74.10
1/10/2019 13:10	209	75.90
1/10/2019 13:15	183	76.70
1/10/2019 13:20	207	75.60
1/10/2019 13:25	215	76.50
1/10/2019 13:30	217	77.70
1/10/2019 13:35	191	77.30
1/10/2019 13:40	212	76.00
1/10/2019 13:45	192	75.70
1/10/2019 13:50	205	77.10
1/10/2019 13:55	176	74.70
1/10/2019 14:00	209	76.00
1/10/2019 14:05	186	76.30
1/10/2019 14:10	207	74.60
1/10/2019 14:15	209	75.00
1/10/2019 14:20	193	75.40
1/10/2019 14:25	228	75.20
1/10/2019 14:30	221	75.20
1/10/2019 14:35	231	75.60
1/10/2019 14:40	250	75.20
1/10/2019 14:45	219	75.30
1/10/2019 14:50	230	73.70
1/10/2019 14:55	211	75.20
1/10/2019 15:00	221	74.60
1/10/2019 15:05	249	74.40
1/10/2019 15:10	260	74.40
1/10/2019 15:15	265	74.10
1/10/2019 15:20	262	75.90
1/10/2019 15:25	256	74.80
1/10/2019 15:30	235	76.60
1/10/2019 15:35	267	76.20
1/10/2019 15:40	260	76.20
1/10/2019 15:45	285	75.70
1/10/2019 15:50	293	76.40
1/10/2019 15:55	284	78.00
1/10/2019 16:00	337	76.80
1/10/2019 16:05	315	75.30
1/10/2019 16:10	324	75.60
1/10/2019 16:15	333	75.80
1/10/2019 16:20	329	75.80
1/10/2019 16:25	340	75.90
1/10/2019 16:30	282	75.80
1/10/2019 16:35	380	76.50
1/10/2019 16:40	338	76.40
1/10/2019 16:45	331	75.30
1/10/2019 16:50	319	74.90
1/10/2019 16:55	316	74.40
1/10/2019 17:00	356	75.50
1/10/2019 17:05	321	77.10
1/10/2019 17:10	379	75.80
1/10/2019 17:15	379	75.10
1/10/2019 17:20	348	74.50
1/10/2019 17:25	307	75.20
1/10/2019 17:30	309	74.60
1/10/2019 17:35	283	73.20
1/10/2019 17:40	327	74.90
1/10/2019 17:45	270	74.40
1/10/2019 17:50	294	75.30
1/10/2019 17:55	242	74.30
1/10/2019 18:00	232	75.40
1/10/2019 18:05	199	75.40
1/10/2019 18:10	250	74.60
1/10/2019 18:15	199	76.00
1/10/2019 18:20	266	74.90
1/10/2019 18:25	204	75.10
1/10/2019 18:30	213	72.20
1/10/2019 18:35	213	73.20
1/10/2019 18:40	233	74.90
1/10/2019 18:45	173	75.90
1/10/2019 18:50	168	73.80
1/10/2019 18:55	170	74.70
1/10/2019 19:00	138	75.30
1/10/2019 19:05	143	74.20
1/10/2019 19:10	194	75.70
1/10/2019 19:15	153	75.50
1/10/2019 19:20	132	74.40
1/10/2019 19:25	146	73.50
1/10/2019 19:30	115	76.40
1/10/2019 19:35	122	75.30
1/10/2019 19:40	135	74.30
1/10/2019 19:45	120	76.20
1/10/2019 19:50	99	76.50
1/10/2019 19:55	147	75.20
1/10/2019 20:00	109	75.30
1/10/2019 20:05	138	74.60
1/10/2019 20:10	99	76.20
1/10/2019 20:15	128	74.50
1/10/2019 20:20	131	74.50
1/10/2019 20:25	114	74.80
1/10/2019 20:30	93	75.80
1/10/2019 20:35	133	75.20
1/10/2019 20:40	102	76.60
1/10/2019 20:45	108	75.10
1/10/2019 20:50	103	74.90
1/10/2019 20:55	92	74.80
1/10/2019 21:00	101	74.90
1/10/2019 21:05	102	74.70
1/10/2019 21:10	128	74.10
1/10/2019 21:15	134	75.80
1/10/2019 21:20	124	73.90
1/10/2019 21:25	136	76.80
1/10/2019 21:30	117	74.20
1/10/2019 21:35	109	74.00
1/10/2019 21:40	104	74.80
1/10/2019 21:45	90	73.70
1/10/2019 21:50	98	75.70
1/10/2019 21:55	76	76.50
1/10/2019 22:00	85	75.00
1/10/2019 22:05	105	74.70
1/10/2019 22:10	87	75.60
1/10/2019 22:15	81	75.60
1/10/2019 22:20	63	74.50
1/10/2019 22:25	61	73.80
1/10/2019 22:30	51	75.80
1/10/2019 22:35	58	74.10
1/10/2019 22:40	64	74.20
1/10/2019 22:45	59	74.90
1/10/2019 22:50	65	75.70
1/10/2019 22:55	47	75.40
1/10/2019 23:00	50	75.50
1/10/2019 23:05	42	73.60
1/10/2019 23:10	46	72.50
1/10/2019 23:15	32	73.50
1/10/2019 23:20	23	73.30
1/10/2019 23:25	34	72.60
1/10/2019 23:30	42	72.60
1/10/2019 23:35	33	73.10
1/10/2019 23:40	31	75.80
1/10/2019 23:45	34	74.70
1/10/2019 23:50	35	74.50
1/10/2019 23:55	31	74.80
1/11/2019 0:00	18	75.30
1/11/2019 0:05	32	71.70
1/11/2019 0:10	22	74.90
1/11/2019 0:15	14	69.70
1/11/2019 0:20	26	72.30
1/11/2019 0:25	20	74.00
1/11/2019 0:30	12	73.10
1/11/2019 0:35	15	67.70
1/11/2019 0:40	19	75.50
1/11/2019 0:45	15	74.70
1/11/2019 0:50	16	74.50
1/11/2019 0:55	16	73.10
1/11/2019 1:00	17	69.70
1/11/2019 1:05	12	71.10
1/11/2019 1:10	15	70.40
1/11/2019 1:15	11	70.00
1/11/2019 1:20	7	71.10
1/11/2019 1:25	17	72.30
1/11/2019 1:30	16	70.80
1/11/2019 1:35	15	72.20
1/11/2019 1:40	9	73.10
1/11/2019 1:45	14	74.80
1/11/2019 1:50	20	75.10
1/11/2019 1:55	4	74.60
1/11/2019 2:00	16	73.20
1/11/2019 2:05	18	72.00
1/11/2019 2:10	17	72.40
1/11/2019 2:15	14	74.60
1/11/2019 2:20	15	73.40
1/11/2019 2:25	16	73.40
1/11/2019 2:30	18	72.90
1/11/2019 2:35	10	72.10
1/11/2019 2:40	25	70.80
1/11/2019 2:45	8	76.10
1/11/2019 2:50	8	73.50
1/11/2019 2:55	13	71.50
1/11/2019 3:00	14	72.60
1/11/2019 3:05	15	75.00
1/11/2019 3:10	18	73.90
1/11/2019 3:15	23	75.60
1/11/2019 3:20	23	74.20
1/11/2019 3:25	40	73.10
1/11/2019 3:30	31	73.80
1/11/2019 3:35	34	73.90
1/11/2019 3:40	51	75.40
1/11/2019 3:45	44	75.20
1/11/2019 3:50	48	73.80
1/11/2019 3:55	38	72.90
1/11/2019 4:00	37	73.80
1/11/2019 4:05	37	73.70
1/11/2019 4:10	31	72.30
1/11/2019 4:15	50	74.90
1/11/2019 4:20	47	76.60
1/11/2019 4:25	57	73.60
1/11/2019 4:30	65	75.00
1/11/2019 4:35	68	74.00
1/11/2019 4:40	87	74.50
1/11/2019 4:45	114	76.80
1/11/2019 4:50	94	74.70
1/11/2019 4:55	90	75.90
1/11/2019 5:00	72	74.40
1/11/2019 5:05	91	74.50
1/11/2019 5:10	107	75.60
1/11/2019 5:15	127	75.40
1/11/2019 5:20	125	77.10
1/11/2019 5:25	138	76.60
1/11/2019 5:30	152	75.50
1/11/2019 5:35	212	76.30
1/11/2019 5:40	244	76.70
1/11/2019 5:45	280	75.90
1/11/2019 5:50	262	76.80
1/11/2019 5:55	193	78.20
1/11/2019 6:00	194	76.20
1/11/2019 6:05	231	76.90
1/11/2019 6:10	220	77.70
1/11/2019 6:15	292	76.00
1/11/2019 6:20	329	76.60
1/11/2019 6:25	375	75.30
1/11/2019 6:30	389	75.40
1/11/2019 6:35	393	75.80
1/11/2019 6:40	484	74.40
1/11/2019 6:45	468	75.00
1/11/2019 6:50	454	75.80
1/11/2019 6:55	411	76.20
1/11/2019 7:00	385	75.60
1/11/2019 7:05	364	75.80
1/11/2019 7:10	379	76.40
1/11/2019 7:15	393	75.90
1/11/2019 7:20	399	75.50
1/11/2019 7:25	451	74.10
1/11/2019 7:30	440	75.80
1/11/2019 7:35	461	74.30
1/11/2019 7:40	486	74.70
1/11/2019 7:45	582	74.50
1/11/2019 7:50	511	74.70
1/11/2019 7:55	476	75.50
1/11/2019 8:00	391	75.10
1/11/2019 8:05	363	76.80
1/11/2019 8:10	343	76.90
1/11/2019 8:15	362	76.30
1/11/2019 8:20	416	74.90
1/11/2019 8:25	390	76.00
1/11/2019 8:30	335	77.10
1/11/2019 8:35	365	76.80
1/11/2019 8:40	391	76.10
1/11/2019 8:45	340	76.90
1/11/2019 8:50	411	77.90
1/11/2019 8:55	353	77.20
1/11/2019 9:00	299	76.60
1/11/2019 9:05	278	77.40
1/11/2019 9:10	279	77.80
1/11/2019 9:15	240	76.60
1/11/2019 9:20	258	76.90
1/11/2019 9:25	220	75.50
1/11/2019 9:30	194	76.30
1/11/2019 9:35	237	76.00
1/11/2019 9:40	178	77.50
1/11/2019 9:45	233	76.60
1/11/2019 9:50	186	76.30
1/11/2019 9:55	176	77.60
1/11/2019 10:00	158	76.60
1/11/2019 10:05	185	76.20
1/11/2019 10:10	181	76.40
1/11/2019 10:15	197	77.00
1/11/2019 10:20	181	76.80
1/11/2019 10:25	134	77.10
1/11/2019 10:30	165	75.10
1/11/2019 10:35	161	77.30
1/11/2019 10:40	161	76.20
1/11/2019 10:45	179	75.40
1/11/2019 10:50	171	76.90
1/11/2019 10:55	151	75.30
1/11/2019 11:00	145	75.80
1/11/2019 11:05	139	76.00
1/11/2019 11:10	172	77.00
1/11/2019 11:15	164	76.70
1/11/2019 11:20	150	76.20
1/11/2019 11:25	181	76.20
1/11/2019 11:30	172	75.40
1/11/2019 11:35	154	75.90
1/11/2019 11:40	163	75.30
1/11/2019 11:45	176	77.30
1/11/2019 11:50	167	76.10
1/11/2019 11:55	160	73.90
1/11/2019 12:00	172	74.20
1/11/2019 12:05	173	75.50
1/11/2019 12:10	186	76.00
1/11/2019 12:15	180	76.40
1/11/2019 12:20	193	77.00
1/11/2019 12:25	168	76.80
1/11/2019 12:30	187	76.40
1/11/2019 12:35	194	78.20
1/11/2019 12:40	211	75.90
1/11/2019 12:45	219	76.20
1/11/2019 12:50	195	76.40
1/11/2019 12:55	228	77.00
1/11/2019 13:00	192	79.00
1/11/2019 13:05	214	77.10
1/11/2019 13:10	240	76.40
1/11/2019 13:15	223	77.20
1/11/2019 13:20	193	76.80
1/11/2019 13:25	183	76.70
1/11/2019 13:30	210	75.80
1/11/2019 13:35	212	75.80
1/11/2019 13:40	201	75.50
1/11/2019 13:45	231	76.30
1/11/2019 13:50	210	77.10
1/11/2019 13:55	178	76.00
1/11/2019 14:00	200	76.60
1/11/2019 14:05	198	77.30
1/11/2019 14:10	211	75.80
1/11/2019 14:15	218	75.90
1/11/2019 14:20	205	75.90
1/11/2019 14:25	219	75.90
1/11/2019 14:30	213	76.40
1/11/2019 14:35	197	75.60
1/11/2019 14:40	225	76.30
1/11/2019 14:45	265	75.10
1/11/2019 14:50	230	75.90
1/11/2019 14:55	215	76.10
1/11/2019 15:00	211	73.50
1/11/2019 15:05	258	75.30
1/11/2019 15:10	257	75.40
1/11/2019 15:15	288	76.00
1/11/2019 15:20	307	77.40
1/11/2019 15:25	300	76.20
1/11/2019 15:30	270	77.50
1/11/2019 15:35	296	76.80
1/11/2019 15:40	299	76.60
1/11/2019 15:45	276	76.50
1/11/2019 15:50	316	76.30
1/11/2019 15:55	297	76.10
1/11/2019 16:00	295	76.20
1/11/2019 16:05	315	76.30
1/11/2019 16:10	304	76.50
1/11/2019 16:15	355	76.70
1/11/2019 16:20	300	76.40
1/11/2019 16:25	284	76.90
1/11/2019 16:30	304	76.90
1/11/2019 16:35	281	76.70
1/11/2019 16:40	311	76.80
1/11/2019 16:45	321	77.10
1/11/2019 16:50	306	76.20
1/11/2019 16:55	272	76.70
1/11/2019 17:00	302	76.10
1/11/2019 17:05	305	77.50
1/11/2019 17:10	322	76.30
1/11/2019 17:15	312	77.20
1/11/2019 17:20	320	77.60
1/11/2019 17:25	350	75.90
1/11/2019 17:30	318	75.00
1/11/2019 17:35	298	74.90
1/11/2019 17:40	273	74.70
1/11/2019 17:45	260	76.10
1/11/2019 17:50	234	74.90
1/11/2019 17:55	231	75.50
1/11/2019 18:00	220	75.10
1/11/2019 18:05	207	76.50
1/11/2019 18:10	268	74.70
1/11/2019 18:15	225	75.20
1/11/2019 18:20	230	74.10
1/11/2019 18:25	220	77.60
1/11/2019 18:30	255	74.30
1/11/2019 18:35	221	75.20
1/11/2019 18:40	211	75.40
1/11/2019 18:45	220	76.00
1/11/2019 18:50	222	75.40
1/11/2019 18:55	220	77.00
1/11/2019 19:00	185	76.40
1/11/2019 19:05	214	76.30
1/11/2019 19:10	208	75.50
1/11/2019 19:15	215	74.30
1/11/2019 19:20	223	75.00
1/11/2019 19:25	166	76.00
1/11/2019 19:30	231	76.10
1/11/2019 19:35	173	74.60
1/11/2019 19:40	218	75.50
1/11/2019 19:45	185	74.60
1/11/2019 19:50	133	74.90
1/11/2019 19:55	135	75.00
1/11/2019 20:00	123	75.90
1/11/2019 20:05	121	75.40
1/11/2019 20:10	119	74.40
1/11/2019 20:15	107	74.60
1/11/2019 20:20	126	75.50
1/11/2019 20:25	115	73.90
1/11/2019 20:30	114	74.60
1/11/2019 20:35	133	76.00
1/11/2019 20:40	147	75.00
1/11/2019 20:45	119	75.30
1/11/2019 20:50	125	76.10
1/11/2019 20:55	111	75.10
1/11/2019 21:00	121	74.30
1/11/2019 21:05	118	75.30
1/11/2019 21:10	123	75.10
1/11/2019 21:15	120	75.00
1/11/2019 21:20	131	75.60
1/11/2019 21:25	123	73.90
1/11/2019 21:30	117	73.90
1/11/2019 21:35	134	75.00
1/11/2019 21:40	104	75.30
1/11/2019 21:45	96	74.40
1/11/2019 21:50	121	76.00
1/11/2019 21:55	91	74.80
1/11/2019 22:00	109	74.90
1/11/2019 22:05	105	75.80
1/11/2019 22:10	81	74.50
1/11/2019 22:15	95	75.90
1/11/2019 22:20	90	76.00
1/11/2019 22:25	94	75.40
1/11/2019 22:30	79	77.20
1/11/2019 22:35	86	75.50
1/11/2019 22:40	73	75.10
1/11/2019 22:45	66	74.30
1/11/2019 22:50	75	74.50
1/11/2019 22:55	56	74.50
1/11/2019 23:00	64	73.60
1/11/2019 23:05	63	76.60
1/11/2019 23:10	53	74.00
1/11/2019 23:15	68	75.00
1/11/2019 23:20	43	75.30
1/11/2019 23:25	49	72.90
1/11/2019 23:30	47	75.30
1/11/2019 23:35	63	74.40
1/11/2019 23:40	51	77.00
1/11/2019 23:45	54	74.50
1/11/2019 23:50	46	72.70
1/11/2019 23:55	54	74.60
1/12/2019 0:00	42	75.90
1/12/2019 0:05	37	75.70
1/12/2019 0:10	29	73.80
1/12/2019 0:15	29	75.40
1/12/2019 0:20	23	73.00
1/12/2019 0:25	32	75.50
1/12/2019 0:30	18	73.30
1/12/2019 0:35	21	75.40
1/12/2019 0:40	29	74.60
1/12/2019 0:45	26	73.80
1/12/2019 0:50	26	73.90
1/12/2019 0:55	19	78.30
1/12/2019 1:00	20	76.00
1/12/2019 1:05	17	74.40
1/12/2019 1:10	28	72.30
1/12/2019 1:15	24	74.00
1/12/2019 1:20	19	72.60
1/12/2019 1:25	20	68.90
1/12/2019 1:30	19	73.40
1/12/2019 1:35	10	72.70
1/12/2019 1:40	14	74.40
1/12/2019 1:45	23	74.90
1/12/2019 1:50	15	73.10
1/12/2019 1:55	22	73.50
1/12/2019 2:00	13	72.30
1/12/2019 2:05	14	72.20
1/12/2019 2:10	17	71.70
1/12/2019 2:15	16	75.20
1/12/2019 2:20	15	75.10
1/12/2019 2:25	10	75.10
1/12/2019 2:30	10	73.20
1/12/2019 2:35	25	71.80
1/12/2019 2:40	11	74.80
1/12/2019 2:45	19	73.80
1/12/2019 2:50	10	73.50
1/12/2019 2:55	16	72.60
1/12/2019 3:00	14	72.70
1/12/2019 3:05	10	74.00
1/12/2019 3:10	14	75.00
1/12/2019 3:15	15	76.40
1/12/2019 3:20	14	73.30
1/12/2019 3:25	13	74.00
1/12/2019 3:30	28	75.60
1/12/2019 3:35	25	71.30
1/12/2019 3:40	25	73.20
1/12/2019 3:45	26	77.30
1/12/2019 3:50	30	73.80
1/12/2019 3:55	20	76.80
1/12/2019 4:00	26	74.00
1/12/2019 4:05	21	75.70
1/12/2019 4:10	20	74.40
1/12/2019 4:15	32	74.30
1/12/2019 4:20	29	73.20
1/12/2019 4:25	24	74.70
1/12/2019 4:30	45	74.00
1/12/2019 4:35	43	74.00
1/12/2019 4:40	60	77.60
1/12/2019 4:45	58	75.60
1/12/2019 4:50	62	75.70
1/12/2019 4:55	38	77.30
1/12/2019 5:00	48	74.60
1/12/2019 5:05	39	76.00
1/12/2019 5:10	69	76.00
1/12/2019 5:15	42	77.40
1/12/2019 5:20	66	76.40
1/12/2019 5:25	67	74.90
1/12/2019 5:30	69	76.70
1/12/2019 5:35	79	75.90
1/12/2019 5:40	89	77.70
1/12/2019 5:45	98	77.40
1/12/2019 5:50	87	76.90
1/12/2019 5:55	83	77.00
1/12/2019 6:00	61	75.20
1/12/2019 6:05	70	76.80
1/12/2019 6:10	73	76.60
1/12/2019 6:15	87	75.60
1/12/2019 6:20	93	76.00
1/12/2019 6:25	116	76.10
1/12/2019 6:30	131	75.60
1/12/2019 6:35	125	75.80
1/12/2019 6:40	136	77.50
1/12/2019 6:45	158	76.50
1/12/2019 6:50	145	77.30
1/12/2019 6:55	96	77.20
1/12/2019 7:00	84	75.80
1/12/2019 7:05	111	77.80
1/12/2019 7:10	78	76.60
1/12/2019 7:15	104	76.50
1/12/2019 7:20	91	75.80
1/12/2019 7:25	90	77.10
1/12/2019 7:30	102	77.10
1/12/2019 7:35	116	76.30
1/12/2019 7:40	117	77.40
1/12/2019 7:45	124	77.70
1/12/2019 7:50	118	76.60
1/12/2019 7:55	123	76.70
1/12/2019 8:00	105	78.50
1/12/2019 8:05	100	78.20
1/12/2019 8:10	104	76.90
1/12/2019 8:15	101	77.60
1/12/2019 8:20	87	79.00
1/12/2019 8:25	115	79.60
1/12/2019 8:30	85	76.80
1/12/2019 8:35	109	76.50
1/12/2019 8:40	119	75.50
1/12/2019 8:45	130	75.90
1/12/2019 8:50	116	77.00
1/12/2019 8:55	123	79.60
1/12/2019 9:00	106	77.20
1/12/2019 9:05	105	78.10
1/12/2019 9:10	106	75.60
1/12/2019 9:15	116	78.00
1/12/2019 9:20	119	74.30
1/12/2019 9:25	134	77.20
1/12/2019 9:30	132	76.60
1/12/2019 9:35	140	76.40
1/12/2019 9:40	130	77.00
1/12/2019 9:45	150	77.20
1/12/2019 9:50	121	76.70
1/12/2019 9:55	125	76.10
1/12/2019 10:00	131	77.30
1/12/2019 10:05	131	77.40
1/12/2019 10:10	140	76.50
1/12/2019 10:15	116	76.10
1/12/2019 10:20	130	77.60
1/12/2019 10:25	143	76.60
1/12/2019 10:30	103	75.70
1/12/2019 10:35	134	74.40
1/12/2019 10:40	130	74.80
1/12/2019 10:45	145	75.80
1/12/2019 10:50	140	76.70
1/12/2019 10:55	96	75.50
1/12/2019 11:00	121	76.90
1/12/2019 11:05	135	75.80
1/12/2019 11:10	143	75.90
1/12/2019 11:15	119	77.20
1/12/2019 11:20	145	77.20
1/12/2019 11:25	115	76.50
1/12/2019 11:30	142	77.30
1/12/2019 11:35	124	77.20
1/12/2019 11:40	136	76.80
1/12/2019 11:45	150	76.30
1/12/2019 11:50	160	76.80
1/12/2019 11:55	150	76.30
1/12/2019 12:00	138	76.90
1/12/2019 12:05	147	76.40
1/12/2019 12:10	158	76.70
1/12/2019 12:15	147	78.00
1/12/2019 12:20	178	77.00
1/12/2019 12:25	146	76.30
1/12/2019 12:30	157	76.50
1/12/2019 12:35	159	76.70
1/12/2019 12:40	142	77.80
1/12/2019 12:45	158	76.70
1/12/2019 12:50	153	76.40
1/12/2019 12:55	153	77.20
1/12/2019 13:00	141	77.80
1/12/2019 13:05	158	76.70
1/12/2019 13:10	158	75.80
1/12/2019 13:15	160	75.80
1/12/2019 13:20	96	76.40
1/12/2019 13:25	137	77.20
1/12/2019 13:30	145	76.60
1/12/2019 13:35	166	77.20
1/12/2019 13:40	176	76.80
1/12/2019 13:45	183	75.60
1/12/2019 13:50	178	77.30
1/12/2019 13:55	156	77.80
1/12/2019 14:00	153	76.40
1/12/2019 14:05	166	76.70
1/12/2019 14:10	159	76.60
1/12/2019 14:15	169	77.30
1/12/2019 14:20	174	77.70
1/12/2019 14:25	163	77.40
1/12/2019 14:30	155	76.70
1/12/2019 14:35	156	77.10
1/12/2019 14:40	190	76.60
1/12/2019 14:45	159	78.00
1/12/2019 14:50	162	76.80
1/12/2019 14:55	149	77.70
1/12/2019 15:00	153	77.00
1/12/2019 15:05	158	77.70
1/12/2019 15:10	151	76.50
1/12/2019 15:15	175	77.20
1/12/2019 15:20	181	77.00
1/12/2019 15:25	157	76.50
1/12/2019 15:30	151	76.70
1/12/2019 15:35	196	76.60
1/12/2019 15:40	179	77.00
1/12/2019 15:45	190	76.10
1/12/2019 15:50	174	77.10
1/12/2019 15:55	182	77.30
1/12/2019 16:00	156	76.90
1/12/2019 16:05	174	77.10
1/12/2019 16:10	180	77.20
1/12/2019 16:15	159	76.80
1/12/2019 16:20	185	76.60
1/12/2019 16:25	145	75.60
1/12/2019 16:30	185	76.60
1/12/2019 16:35	169	76.80
1/12/2019 16:40	171	76.30
